ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
186586,,Byram Corn Crib,Stephenville Historical House Museum,32.22299,-98.19932,525 East Washington Street,Stephenville,Erath County,
186587,,Cowan Cabin,Stephenville Historical House Museum,32.22291,-98.19923,525 East Washington Street,Stephenville,Erath County,
186589,,Carmack Cabin,Stephenville Historical House Museum,32.22283,-98.19926,525 East Washington Street,Stephenville,Erath County,
186590,,Buck Cabin,Stephenville Historical House Museum,32.22270,-98.19918,525 East Washington Street,Stephenville,Erath County,
186593,,Blacksmith Shop,Stephenville Historical House Museum,32.22252,-98.19904,525 East Washington Street,Stephenville,Erath County,
186594,3841,Oldest Home in Stephenville,State Historical Survey Committee,32.22248,-98.19877,525 East Washington Street,Stephenville,Erath County,
186622,17068,Tim Cole,Texas Historical Commission,32.79343,-97.31076,,Fort Worth,Tarrant County,
186636,,Carriage House,Stephenville Historical House Museum,32.22276,-98.19886,525 East Washington Street,Stephenville,Erath County,
186641,13135,Richland Cemetery,Texas Historical Commission,33.13265,-95.49282,1006 FM 69,Sulphur Springs,Hopkins County,
186645,7314,Hopkins County,Texas Highway Department,33.14802,-95.45117,,Sulphur Springs,Hopkins County,
186654,9844,Gray Rock Cemetery,Texas Historical Commission,33.15938,-95.12728,,Mt. Vernon,Franklin County,
186663,,The Montgomery Town Goat,City of Montgomery,30.39111,-95.69597,401 College Street,Montgomery,Montgomery County,
186664,9413,Athens,State Historical Survey Committee,32.19132,-95.85214,,Athens,Henderson County,
186665,7901,Frontier Colonial Home,Texas Historical Commission,30.39225,-95.69009,770 Clepper Drive,Montgomery,Montgomery County,
186666,10363,Henderson County,the State of Texas,32.19131,-95.85216,,Athens,Henderson County,
186667,7870,Crane Family Cabin,Texas Historical Commission,30.39259,-95.68970,770 Clepper Drive,Montgomery,Montgomery County,
186669,7882,James Jordan (Jardine) Log House,Texas Historical Commission,30.39297,-95.68993,770 Clepper Drive,Montgomery,Montgomery County,
186707,,Barbara Jordan Statue,University of Texas at Austin,30.28730,-97.74065,307 W 24th St,Austin,Travis County,
186709,10373,Henderson County Pottery Industry,Texas Historical Commission,32.19150,-95.85223,,Athens,Henderson County,
186712,10357,Machinery From First Factory in Athens,State Historical Survey Committee,32.19157,-95.85223,,Athens,Henderson County,
186715,13831,Henderson County Courthouse,Texas Historical Commission,32.20469,-95.85431,100 East Tyler Street,Athens,Henderson County,
186716,,Galloway,San Saba County Historical Museum,31.19434,-98.71205,275 South Thomas Stewart Drive,San Saba,San Saba County,
186718,10350,Courts Under the Oaks,Texas Historical Commission,32.20505,-95.85446,100 East Tyler Street,Athens,Henderson County,
186722,,Old Fort Parker,Limestone County Historical Society,31.56405,-96.54766,,Groesbeck,Limestone County,
186724,8196,First United Methodist Church of Paris,Texas Historical Commission,33.66100,-95.55357,322 Lamar Avenue,Paris,Lamar County,
186725,630,Call Field,Texas Historical Commission,33.87193,-98.55240,4312 Call Field Road,Wichita Falls,Wichita County,
186729,16297,Clara Cemetery,Texas Historical Commission,34.08747,-98.70584,,Burkburnett,Wichita County,
186739,2180,Ghost Town of Clara,Texas Historical Commission,34.09176,-98.69693,,Burkburnett,Wichita County,
186741,12296,Trinity Lutheran Church,Texas Historical Commission,34.08859,-98.69878,11867 FM 1813,Burkburnett,Wichita County,
186743,5226,Tenth Cavalry Creek,State Historical Survey Committee,34.08946,-98.76312,,Burkburnett,Wichita County,
186745,2656,Isaac Parker,the State of Texas,32.78555,-97.68430,4309 White Settlement Road,Weatherford,Parker County,
186748,12145,Annetta Cemetery,Texas Historical Commission,32.71250,-97.67653,,Annetta,Parker County,
186755,,Lynn County,Texas Independence Community - Texas Sesquicentennial,33.16659,-101.79717,1600 Lockwood Street,Tahoka,Lynn County,
186759,17087,Fort Hood Communities,Texas Historical Commission,31.36668,-97.68987,,Gatesville,Coryell County,
186760,13842,Hartsville Cemetery,Texas Historical Commission,29.65776,-96.10781,10673 TX-36,Wallis,Austin County,
186765,,Lions Pier,Palacios Lions Club,28.70140,-96.20833,,Palacios,Matagorda County,
186776,501,Breustedt House,State Historical Survey Committee,29.70924,-98.09644,1370 Churchill Drive,New Braunfels,Comal County,
186785,,World's Fair Wonders,Dinosaur Valley State Park,32.24784,-97.81620,1629 Park Road 59,Glen Rose,Somervell County,
186791,,Tyrannosaurus rex,Dinosaur Valley State Park,32.24777,-97.81615,1629 Park Road 59,Glen Rose,Somervell County,
186794,,Making a Dinosaur,Dinosaur Valley State Park,32.24776,-97.81612,1629 Park Road 59,Glen Rose,Somervell County,
186801,,Apatosaurus,Dinosaur Valley State Park,32.24778,-97.81608,1629 Park Road 59,Glen Rose,Somervell County,
186802,,Dinosaurs,Dinosaur Valley State Park,32.24778,-97.81610,1629 Park Road 59,Glen Rose,Somervell County,
186809,,Misleading Models,Dinosaur Valley State Park,32.24786,-97.81614,1629 Park Road 59,Glen Rose,Somervell County,
186813,17807,Las Moras Spring,Texas Historical Commission,29.30880,-100.42171,,Brackettville,Kinney County,Confirmed Missing
186847,18148,John Horse,Texas Historical Commission,29.29990,-100.41924,,Brackettville,Kinney County,
186849,,An Ancient Story,Dinosaur Valley State Park,32.24874,-97.81779,,Glen Rose,Somervell County,
186850,,Ancient Secrets Revealed,Dinosaur Valley State Park,32.24891,-97.81781,,Glen Rose,Somervell County,
186851,,Deep Water Shelter,Dinosaur Valley State Park,32.24894,-97.81784,,Glen Rose,Somervell County,
186866,16041,Palisado Building Kitchen / Mess Room,Texas Historical Commission,29.30484,-100.41999,66 Baylor Street,Brackettville,Kinney County,
186872,,Austin's Moonlight Towers,City of Austin,30.27814,-97.74431,,Austin,Travis County,
187047,16722,1925 Henderson County Jail,Texas Historical Commission,32.20659,-95.85333,201 East Larkin Street,Athens,Henderson County,
187048,17917,Jess Sweeten,Texas Historical Commission,32.20659,-95.85340,201 East Larkin Street,Athens,Henderson County,
187049,18655,J.B. Henry,Texas Historical Commission,32.19137,-95.85217,,Athens,Henderson County,
187050,10352,Faulk-Gauntt Building,Texas Historical Commission,32.20603,-95.85519,217 North Prairieville Street,Athens,Henderson County,
187051,16939,Van Zandt County Poor Farm,Texas Historical Commission,32.53900,-95.86274,,Canton,Van Zandt County,
187053,16825,"George Washington Tull, Sr.",Texas Historical Commission,32.55602,-95.86369,171 South Buffalo Street,Canton,Van Zandt County,
187054,11384,The Canton Herald,Texas Historical Commission,32.55585,-95.86352,103 East Tyler Street,Canton,Van Zandt County,
187055,17490,Dixie Hotel,Texas Historical Commission,32.55653,-95.86245,210 East Dallas Street,Canton,Van Zandt County,
187056,18489,Hilliards of Canton,Texas Historical Commission,32.55570,-95.86376,209 South Buffalo Street,Canton,Van Zandt County,
187057,13032,Canton: The Misplaced County Seat,Texas Historical Commission,32.55775,-95.86255,,Canton,Van Zandt County,
187058,11409,First Monday Trades Day,Texas Historical Commission,32.55775,-95.86262,,Canton,Van Zandt County,
187059,11442,Van Zandt County,the State of Texas,32.54914,-95.84951,24980 State Highway 64,Canton,Van Zandt County,
187064,20138,Isaac Van Zandt,Texas Historical Commission,32.55635,-95.86334,121 East Dallas Street,Canton,Van Zandt County,
187090,7329,Sulphur Springs Loan and Building Association,Texas Historical Commission,33.13927,-95.60273,306 North Davis Street,Sulphur Springs,Hopkins County,
187091,7307,First Christian Church,Texas Historical Commission,33.13880,-95.60301,207 North Davis Street,Sulphur Springs,Hopkins County,
187093,7308,First Presbyterian Church of Sulphur Springs,Texas Historical Commission,33.13788,-95.59914,129 College Street,Sulphur Springs,Hopkins County,
187094,18906,Nathaniel L. Corbet,Texas Historical Commission,33.37394,-95.68980,200 West Dallas Avenue,Cooper,Delta County,
187095,,Angelina Eberly Statue,,30.26864,-97.74275,633 Congress Ave,Austin,Travis County,
187125,,League Park,League City,29.51042,-95.09157,,League City,Galveston County,
187126,,Cypress Timbers,League City Historical Society,29.51127,-95.09225,512 2nd Street,League City,Galveston County,
187128,12494,San Leon,Texas Historical Commission,29.50537,-94.95826,5437 FM 646,San Leon,Galveston County,
187130,15200,San Leon Cemetery,Texas Historical Commission,29.49867,-94.93162,122 22nd Street,San Leon,Galveston County,
187131,,San Leon Veterans Memorial,V.F.W. Post 8566 Auxiliary,29.49871,-94.93160,122 22nd Street,San Leon,Galveston County,
187138,659,"Camp Cureton, C.S.A.",the State of Texas,33.59517,-98.62553,100 South Center Street,Archer City,Archer County,
187139,192,Archer County Discovery Well,State Historical Survey Committee,33.59518,-98.62558,100 South Center Street,Archer City,Archer County,
187140,44,A Jesse James Hideout,State Historical Survey Committee,33.59519,-98.62558,100 South Center Street,Archer City,Archer County,
187141,4672,Sheriff E. Harrison Ikard,"Commissioner's Court, American Legion and Local Friends",33.59512,-98.62554,100 South Center Street,Archer City,Archer County,
187143,193,Archer County Jail,Texas Historical Commission,33.59646,-98.62434,229 East Pecan Street,Archer City,Archer County,
187144,189,Archer County,the State of Texas,33.51453,-98.65951,,Archer City,Archer County,
187146,1520,Extinct Town of Anarene,Texas Historical Commission,33.48499,-98.66662,,Archer City,Archer County,
187147,5313,"The Confluence of the Brazos, Trinity, and Red River Watersheds",Texas Historical Commission,33.40984,-98.73508,,Olney,Archer County,
187149,12946,Megargel,Texas Historical Commission,33.45059,-98.92741,,Megargel,Archer County,
187150,3861,On Route of the Comanche Exodus,State Historical Survey Committee,33.45059,-98.92743,,Megargel,Archer County,
187151,12745,Westover,Texas Historical Commission,33.49439,-99.01261,,Seymour,Baylor County,
187152,12746,Westover School,Texas Historical Commission,33.49438,-99.01258,,Seymour,Baylor County,
187153,1,Early Community Building,State Historical Survey Committee,33.58918,-99.25892,200 North East Street,Seymour,Baylor County,
187154,1717,First Christian Church of Seymour,State Historical Survey Committee,33.59127,-99.25929,401 North East Street,Seymour,Baylor County,
187155,5766,Near Route of The Western Trail,State Historical Survey Committee,33.61142,-99.25399,,Seymour,Baylor County,
187156,5799,Wichita County,the State of Texas,33.84469,-98.49212,,Wichita Falls,Wichita County,
187171,,Phillips Memorial Cemetery,1867 Settlement Historic District and Texas City,29.38463,-94.97586,5711 Mentor Drive,Texas City,Galveston County,
187175,16368,Phillips Memorial Cemetery,Texas Historical Commission,29.38463,-94.97588,5711 Mentor Drive,Texas City,Galveston County,
187177,,"1926 Frank, Jr. and Ollie Caldwell Bell House",1867 Settlement Historic District and Texas City,29.38245,-94.97705,106 South Bell Drive,Texas City,Galveston County,
187179,13236,Fowler Discovery Well,Texas Historical Commission,34.10456,-98.57162,,Burkburnett,Wichita County,
187180,5483,Thrift,Texas Historical Commission,34.09631,-98.63085,,Burkburnett,Wichita County,
187182,13662,Northwest Extension Oilfield,Texas Historical Commission,34.09631,-98.63083,,Burkburnett,Wichita County,
187183,509,Bridgetown,Texas Historical Commission,34.09668,-98.67408,,Burkburnett,Wichita County,
187184,4214,The Receiver Bridge,Texas Historical Commission,34.09668,-98.68516,,Burkburnett,Wichita County,
187185,17648,Burnett Horse Ranch,Texas Historical Commission,34.09624,-98.61319,,Burkburnett,Wichita County,
187191,,The 1867 Settlement Historic District,1867 Settlement Historic District and Texas City,29.38262,-94.97750,117 South Bell Drive,Texas City,Galveston County,
187195,2627,In Vicinity of French Trading Area,Texas Historical Commission,33.57876,-98.78148,,Archer City,Archer County,
187196,722,Captain John Holliday,Texas Historical Commission,33.83178,-98.67172,,Holliday,Archer County,
187198,4804,Site of Gorsline's Fashion Livery Stable,Texas Historical Commission,33.91320,-98.49126,711 Indiana Avenue,Wichita Falls,Wichita County,
187199,,War & Peace,The Citizens of Texas City,29.40839,-94.93874,2902 25th Avenue,Texas City,Galveston County,
187201,,Servicemen From Texas City,The Citizens of Texas City,29.40842,-94.93875,2902 25th Avenue,Texas City,Galveston County,
187206,,Operation Iraqi Freedom and Enduring Freedom Memorial,The Citizens of Texas City,29.40841,-94.93876,2902 25th Avenue,Texas City,Galveston County,
187208,,Servicemen From Texas City,The Citizens of Texas City,29.40839,-94.93876,2902 25th Avenue,Texas City,Galveston County,
187219,2479,Highways Paved With Gold,Texas Highway Department,33.75953,-97.93509,,Ringgold,Montague County,
187220,1360,Early Trails in Montague County,State Historical Survey Committee,33.81623,-97.92624,,Ringgold,Montague County,
187221,3436,Montague Cemetery,Texas Historical Commission,33.66906,-97.71838,,Montague,Montague County,
187222,17656,Montague County Courthouse,Texas Historical Commission,33.66462,-97.71983,101 Franklin Street,Montague,Montague County,
187223,33,1927 Montague County Jail,Texas Historical Commission,33.66432,-97.71973,112 Grand Street,Montague,Montague County,
187224,3439,Montague Pioneer Memorial,Montague County,33.66477,-97.72031,101 Franklin Street,Montague,Montague County,
187225,2231,Gose Trees,State Historical Survey Committee,33.23485,-97.58927,402 West Walnut Street,Decatur,Wise County,
187227,2172,Geraldine,State Historical Survey Committee,33.71221,-98.71045,,Holliday,Archer County,
187230,1155,Dad's Corner,Texas Historical Commission,33.74637,-98.68823,,Holliday,Archer County,
187233,679,Camp Stonewall Jackson,Texas Historical Commission,33.78725,-98.68700,,Holliday,Archer County,
187235,18904,"Church of the Holy Cross, Episcopal",Texas Historical Commission,33.65795,-95.55465,400 South Church Street,Paris,Lamar County,
187247,,Memorial Park,Citizens of Texas City,29.40848,-94.93828,2902 25th Avenue,Texas City,Galveston County,
187248,,The Galveston Daily News,Texas Association of Sigma Delta Chi and the Texas Press Association,29.28445,-94.86580,8522 Teichman Road,Galveston,Galveston County,
187274,15282,Merchants and Farmers State Bank,Texas Historical Commission,32.75966,-97.79718,102 North Main Street,Weatherford,Parker County,
187275,12140,All Saints' Episcopal Church,Texas Historical Commission,32.75829,-97.79911,123 South Waco Street,Weatherford,Parker County,
187276,16994,First Baptist Church,Texas Historical Commission,32.75881,-97.80028,222 West Church Street,Weatherford,Parker County,
187277,35,1933 Weatherford City Hall,Texas Historical Commission,32.75884,-97.79897,119 Palo Pinto Street,Weatherford,Parker County,
187278,869,Citizens National Bank,Texas Historical Commission,32.75967,-97.79755,101 North Main Street,Weatherford,Parker County,
187279,5732,Weatherford Post Office,Texas Historical Commission,32.75912,-97.79593,117 Fort Worth Highway,Weatherford,Parker County,
187280,5731,Weatherford,State Historical Survey Committee,32.75898,-97.79775,1 Courthouse Square,Weatherford,Parker County,
187281,17010,Fred Rider Cotten,Texas Historical Commission,32.76148,-97.78992,,Weatherford,Parker County,
187282,11444,Isaac and Frances Van Zandt,the State of Texas,32.55636,-95.86330,121 East Dallas Street,Canton,Van Zandt County,
187347,12878,Jewish Cemetery,Texas Historical Commission,29.51103,-97.46135,,Gonzales,Gonzales County,
187348,,Gonzales Masonic Cemetery Veterans Memorial,Gonzales Masonic Lodge,29.50937,-97.45723,,Gonzales,Gonzales County,
