ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
286241,6935,Original Site of East Texas Normal College,State Historical Survey Committee,33.36968,-95.68779,701 SE 1st St,Cooper,Delta County,
286243,6939,Thomas A. Lambeth,Texas Historical Commission,33.36926,-95.66854,,Cooper,Delta County,
286245,6949,Sam B. Turbeville,State Historical Survey Committee,33.36942,-95.66776,,Cooper,Delta County,
286282,,"Texas Ivy Antiques, Amarillo, Texas",Old Route 66 Association of Texas,35.21111,-101.87627,3511 Southwest 6th Avenue,Amarillo,Potter County,
286298,11963,Site of Confederate Park,Texas Historical Commission,32.82292,-97.50225,,Lakeside,Tarrant County,
286304,23481,<i>El Colegio Altamirano</i>,Texas Historical Commission,27.30824,-98.67262,511 E. Santa Clara Street,Hebbronville,Jim Hogg County,
286307,4700,"Simmons, Texas",State Historical Survey Committee,28.40594,-98.27916,791 Farm to Market 1042,Simmons,Live Oak County,
286394,13239,Macune Cemetery,Texas Historical Commission,31.41379,-94.16383,,San Augustine,San Augustine County,
286395,7621,Edward Oswald LeGrand,the State of Texas,31.41396,-94.16335,,San Augustine,San Augustine County,
286396,11465,The Yale Summer Forestry Camp and Gifford Pinchot,Texas Historical Commission,30.73709,-94.43230,478 County Road 1040,Woodville,Tyler County,
286397,9611,Ammon Underwood,Texas State Historical Survey Committee,29.14044,-95.64758,,West Columbia,Brazoria County,
286398,1972,"Fort Casa Blanca, C.S.A.",Texas State Historical Survey Committee,28.02261,-97.87937,,Sandia,Jim Wells County,
286399,3008,Lagarto Cemetery,Texas Historical Commission,28.12659,-97.95330,,Lagarto,Live Oak County,
286400,3009,Lagarto College,Texas State Historical Survey Committee,28.11734,-97.95754,603 FM 534,Lagarto,Live Oak County,
286473,14529,Fort Ramirez,The State of Texas,28.12563,-98.01683,,Sandia,Live Oak County,Reported Missing
286679,9507,Saenger Theatre,Texas Historical Commission,33.42167,-94.04462,221 Main Street,Texarkana,Bowie County,
286697,9479,First Disciples of Christ in Texas,Texas Historical Commission,33.42210,-94.04325,219 North State Line Avenue,Texarkana,Bowie County,
286698,9497,Offenhauser Building,Texas Historical Commission,33.42224,-94.04322,219 North State Line Avenue,Texarkana,Bowie County,
286699,9488,The Jamison Building,Texas Historical Commission,33.42041,-94.04776,523 West 3rd Street,Texarkana,Bowie County,
286700,,Otis Williams & The Temptations Mural,,33.42172,-94.04436,220 Main Street,Texarkana,Bowie County,
286713,23814,Skirmish at Corpus Christi Pass,Texas Historical Commission,27.62608,-97.22092,14218 South Padre Island Drive,Corpus Christi,Nueces County,
286714,23272,WWII Meeting of Presidents Camacho and Roosevelt,Texas Historical Commission,27.71496,-97.32284,6300 Ocean Drive,Corpus Christi,Nueces County,
286716,23813,Tito P. Rivera,Texas Historical Commission,27.80071,-97.39964,1202 Ramirez Street,Corpus Christi,Nueces County,
286718,23950,Anna Moore Schwein,Texas Historical Commission,27.80125,-97.40004,1202 Ramirez Street,Corpus Christi,Nueces County,
286722,22727,Reuben Holbein,Texas Historical Commission,27.80137,-97.39987,1202 Ramirez Street,Corpus Christi,Nueces County,
286749,12110,Zion Hill Baptist Church Cemetery,Texas Historical Commission,31.60611,-94.64499,,Nacogdoches,Nacogdoches County,
286750,9283,"""Los Ojos de Padre Margil""",Texas Historical Commission,31.60608,-94.64492,,Nacogdoches,Nacogdoches County,
286751,18480,Wisely Hall,Texas Historical Commission,31.62262,-94.64974,221 Aikman Drive,Nacogdoches,Nacogdoches County,
286752,17343,"Dr. Joseph William Kennedy, Jr",Texas Historical Commission,31.62048,-94.64926,1918 Alumni Drive,Nacogdoches,Nacogdoches County,
286754,15425,"Birdwell Field, Aikman Gym and the Women's Recreation Center",Texas Historical Commission,31.62179,-94.64792,2100 Raguet Street,Nacogdoches,Nacogdoches County,
286755,9402,Women's Army Corps School,Texas Historical Commission,31.62189,-94.64832,,Nacogdoches,Nacogdoches County,
286756,14607,Austin Hall,the State of Texas,30.71546,-95.55006,1741 University Avenue,Huntsville,Walker County,
286758,20077,Southend Cemetery,Texas Historical Commission,30.70753,-95.54334,,Huntsville,Walker County,
286766,7557,City of Caldwell,State Historical Survey Committee,30.53077,-96.69401,107 S Hill St,Caldwell,Burleson County,
286767,8786,Site of Old Magnolia,Texas Historical Commission,31.65984,-95.73319,,Palestine,Anderson County,Reported Missing
286768,8997,John Foster Land Grant,Texas Historical Commission,29.65340,-95.84402,,Richmond,Fort Bend County,
286769,7022,Kings Highway Camino Real — Old San Antonio Road,The Daughters of the American Revolution (DAR) and the State of Texas,31.24706,-95.56690,,Cooper,Houston County,
286774,9467,Allen Chapel Community,Texas Historical Commission,31.37934,-95.14608,1022 County Rd 4710,Kennard,Houston County,
286775,9621,El Camino Real,State of Texas,31.02535,-96.11527,,Normangee,Madison County,
286776,7985,Milam County,the State of Texas,30.85036,-96.97632,100 E 1st St,Cameron,Milam County,
286777,7987,Milam County Jail of 1895,Texas Historical Commission,30.84945,-96.97564,201 East Main Street,Cameron,Milam County,
286780,7939,Bryant Station,State of Texas,30.91034,-97.18421,,Buckholts,Milam County,Reported Missing
286786,13713,Luther Memorial,Texas Historical Commission,31.06623,-97.46414,,Belton,Bell County,
286788,23620,"Abel Head ""Shanghai"" Pierce",Texas Historical Commission,28.89821,-96.17905,100 Hawley Cemetery Road,Blessing,Matagorda County,
286792,,Wooten Springs Cemetery,Texarkana Twin City Noon Lions Club,33.46080,-94.05244,,Texarkana,Bowie County,
286800,9493,“Ace of Clubs” House,Texas Historical Commission,33.42416,-94.04446,420 Pine Street,Texarkana,Bowie County,
286833,905,The Clark House,Texas Historical Commission,31.05233,-97.46556,520 S. Main,Belton,Bell County,
286834,1137,The Curtis Mansion,Texas Historical Commission,31.06575,-97.46057,1004 N Main Street,Belton,Bell County,
286835,6236,The Curtis Mansion,Texas Historical Commission,31.06553,-97.46060,1004 N. Main,Belton,Bell County,
286836,1986,Fort Griffin,State of Texas,30.99214,-97.39053,,Little River-Academy,Bell County,
286837,2723,James H. Isbell,State of Texas,31.05136,-97.46322,600 S. Penelope Street,Belton,Bell County,
286838,7561,Lewis L. Chiles,State of Texas,30.52868,-96.69257,,Caldwell,Burleson County,
286839,9836,Rev. Robert Crawford,The State of Texas,31.02195,-96.60128,4562 Mt Vernon Rd,Calvert,Robertson County,
286841,10933,Edward McMillan,State of Texas,31.03732,-96.35525,3995 Camp Creek Cemetery Rd,New Baden,Robertson County,
286844,10990,Joshua English,The State of Texas,31.36363,-95.29047,199 Private Rd 5175,Crockett,Houston County,
286847,11219,Captain George English,State of Texas,31.36365,-95.29047,199 Private Rd 5175,Crockett,Houston County,
286848,10991,James English,Texas Historical Commission,31.36361,-95.29047,199 Private Rd 5175,Crockett,Houston County,
286850,10989,Jim English Cemetery,Texas Historical Commission,31.36344,-95.29067,199 Private Rd 5175,Crockett,Houston County,
286851,11197,William Calvert Hallmark,State of Texas,31.21148,-95.56463,654 Co Rd 3385,Crockett,Houston County,
286852,11784,Bynum Cemetery,Texas Historical Commission,31.21129,-95.56441,,Crockett,Houston County,
286854,10909,Camp Creek Cemetery,Texas Historical Commission,31.03725,-96.35569,3995 Camp Creek Cemetery Rd,New Baden,Robertson County,
286857,2527,Home of Capt. A.J. Harris,State Historical Survey Committee,31.06750,-97.46871,1001 W 10th Ave,Belton,Bell County,
286860,14712,First Methodist Church of Groveton,Texas Historical Commission,31.05447,-95.12445,300 E 1st St,Groveton,Trinity County,
286861,22790,Daniel James (Dan'l) Moody,Texas Historical Commission,30.57542,-97.41126,114 W. Ninth St,Taylor,Williamson County,
286862,18116,Rainbow Tourist Camp and Courts,Texas Historical Commission,30.66022,-96.99212,915 E. Cameron Ave,Rockdale,Milam County,
286863,22755,Lawrence-Hubert House,Texas Historical Commission,30.85271,-96.97574,312 N. Central Ave,Cameron,Milam County,
286864,1894,First United Methodist Church of Rogers,Texas Historical Commission,30.93014,-97.22523,,Rogers,Bell County,
286884,,All about Windmills,,31.91734,-97.09630,1538 I-35,Abbott,Hill County,
286885,,The Longest Garden,,31.91714,-97.09656,1538 I-35,Abbott,Hill County,
286902,2267,Greathouse Cemetery,Texas Historical Commission,31.03006,-97.33907,,Temple,Bell County,
286904,3225,John Leggett Marshall,Texas Historical Commission,31.03014,-97.33960,,Temple,Bell County,
286905,4783,First Church Building in Waco,Texas Historical Commission,31.55892,-97.12417,,Waco,McLennan County,
286907,6108,Wedemeyer House,Texas Historical Commission,31.06338,-97.45755,404 E. 9th Ave,Belton,Bell County,
286909,7938,Bushdale Community,Texas Historical Commission,30.68237,-97.04246,2752 FM908,Rockdale,Milam County,
286911,7941,Dr. Nathan Cass House,Texas Historical Commission,30.85421,-96.97701,502 W. Travis Ave,Cameron,Milam County,
286912,7980,Little River Baptist Church and Cemetery,State Historical Survey Committee,30.94932,-96.87334,3470 FM979,Maysfield,Milam County,
286913,11203,Hopewell Community and Gudeblye School,Texas Historical Commission,31.25824,-95.36203,5766 US-287,Crockett,Houston County,
286915,13043,"Anderson, Clayton & Co.",Texas Historical Commission,29.75896,-95.35914,1310 Prairie Street,Houston,Harris County,
286916,11246,Porter Springs Community and Cemetery,Texas Historical Commission,31.27750,-95.62530,1290 Co Rd 3070,Porter Springs,Houston County,
286917,10595,M. D. Anderson,Texas Historical Commission,29.75897,-95.35916,1310 Prairie Street,Houston,Harris County,
286918,11720,African American Education in Belton,Texas Historical Commission,31.06103,-97.46693,,Belton,Bell County,
286919,13445,The Houston Club,Texas Historical Commission,29.75914,-95.36750,910 Louisiana Street,Houston,Harris County,
286920,11727,Little River-Wilson Valley Cemetery,Texas Historical Commission,30.97561,-97.37149,1425 Wilson Valley Loop,Little River-Academy,Bell County,
286921,12447,New Providence Primitive Baptist Church,Texas Historical Commission,30.90394,-96.89002,3953 FM 485,Maysfield,Milam County,
286922,13551,Glenwood Cemetery,Texas Historical Commission,31.06220,-95.12790,467 N Kenley St,Groveton,Trinity County,
286923,14736,Oakland,Texas Historical Commission,31.29302,-95.56810,5432 TX-7,Crockett,Houston County,
286925,15426,Site of the Town of Sumpter,Texas Historical Commission,31.03002,-95.05499,,Groveton,Trinity County,
286926,16872,First Presbyterian Church,Texas Historical Commission,31.07929,-97.46092,2500 North Church Street,Belton,Bell County,
286927,17479,South Belton Cemetery,Texas Historical Commission,31.05115,-97.46351,600 S. Penelope St,Belton,Bell County,
286929,17799,Alvin Ailey,Texas Historical Commission,30.93189,-97.22701,2 W. Mesquite Ave,Rogers,Bell County,
286931,18577,"Joseph ""Joe Tex"" Arrington, Jr.",Texas Historical Commission,30.93194,-97.22698,2 W. Mesquite Ave,Rogers,Bell County,
286933,22849,Worley Bridge,Texas Historical Commission,30.68987,-97.13721,,Rockdale,Milam County,
286936,18372,George Washington Carver School,Texas Historical Commission,31.05588,-95.13303,320 Martin Luther King Jr Dr,Groveton,Trinity County,
286937,18212,"""Slocum Massacre""",Texas Historical Commission,31.62588,-95.45624,3150 FM 2022,Slocum,Anderson County,
287008,23325,The Turkey Day Classic,Texas Historical Commission,29.72059,-95.34810,3700 Cullen Boulevard,Houston,Harris County,
287009,23581,Southside Place Park,Texas Historical Commission,29.71108,-95.43568,3743 Garnet Street,Houston,Harris County,
287145,22513,Saint John Baptist Church,Texas Historical Commission,33.91510,-98.47307,1009 Flood Street,Wichita Falls,Wichita County,
287147,3520,Mt. Pleasant Missionary Baptist Church,Texas Historical Commission,33.91367,-98.47532,809 Harding Street,Wichita Falls,Wichita County,
287153,,Site of Booker T. Washington High School,Texas Historical Commission,33.91531,-98.47770,,Wichita Falls,Wichita County,
287154,,Booker T. Washington High School,,33.91531,-98.47772,,Wichita Falls,Wichita County,
287159,18155,Dr. Colonel Bertram (C.B.) Fuller,Texas Historical Commission,33.91532,-98.47999,504 Flood Street,Wichita Falls,Wichita County,
287164,18587,Dr. Anne Elizabeth Davis Roark,Texas Historical Commission,33.91532,-98.48063,432 Flood St,Wichita Falls,Wichita County,
287166,17117,Davenport Grocery,Texas Historical Commission,33.92075,-98.48947,212 Farris Street,Wichita Falls,Wichita County,
287169,17281,Joseph Sterling Bridwell,Texas Historical Commission,33.91796,-98.50177,111 N Burnett St,Wichita Falls,Wichita County,
287186,5469,Thomas G. & Marjorie Shaw House,Texas Historical Commission,32.71786,-97.35711,2404 Medford Ct. East,Fort Worth,Tarrant County,
287187,514,Broadway Baptist Church of Ft. Worth,Texas Historical Commission,32.74098,-97.32836,305 W. Broadway,Fort Worth,Tarrant County,
287188,2150,George B. Monnig House,Texas Historical Commission,32.74102,-97.32670,115 W. Broadway Ave,Fort Worth,Tarrant County,
287189,12917,St. Andrews United Methodist Church of Fort Worth,Texas Historical Commission,32.73891,-97.31915,522 Missouri Ave,Fort Worth,Tarrant County,
287190,3265,Maxwell-Liston House,Texas Historical Commission,32.73675,-97.32925,712 May Street,Fort Worth,Tarrant County,
287192,3425,Mitchell-Schoonover Home,Texas Historical Commission,32.73839,-97.34391,600 S. 8th Ave,Fort Worth,Tarrant County,
287193,5463,"""Thistle Hill""",Texas Historical Commission,32.73807,-97.34229,1509 Pennsylvania Ave,Fort Worth,Tarrant County,
287195,14340,Baker Funeral Home,Texas Historical Commission,32.73318,-97.32340,301 E. Rosedale Street,Fort Worth,Tarrant County,
287196,2720,James E. Guinn School,Texas Historical Commission,32.73264,-97.32130,,Fort Worth,Tarrant County,
287197,1470,Emanuel Hebrew Rest Cemetery,Texas Historical Commission,32.72849,-97.32649,1414 S. Main St,Fort Worth,Tarrant County,
287198,2435,Hemphill Presbyterian Church,Texas Historical Commission,32.72571,-97.33133,1701 Hemphill Street,Fort Worth,Tarrant County,
287199,,Hemphill Presbyterian Church,Texas Historical Commission,32.72575,-97.33133,1701 Hemphill St,Fort Worth,Tarrant County,
287200,4464,Saint Mary of the Assumption Roman Catholic Church,Texas Historical Commission,32.73050,-97.33042,509 W. Magnolia Ave,Fort Worth,Tarrant County,
287201,4479,Saint Paul Lutheran Church,Texas Historical Commission,32.74161,-97.34508,1800 West Freeway,Fort Worth,Tarrant County,
287202,5272,Texas Spring Palace,Texas Historical Commission,32.74637,-97.32633,201 W Lancaster Ave,Fort Worth,Tarrant County,
287203,5243,Texas & Pacific Railroad Passenger Terminal,Texas Historical Commission,32.74607,-97.32788,211 W. Lancaster Ave,Fort Worth,Tarrant County,
287204,2031,Fort Worth Public Market Building,Texas Historical Commission,32.74478,-97.33782,1400 Henderson Street,Fort Worth,Tarrant County,
287206,3905,Paddock Viaduct,Texas Historical Commission,32.75876,-97.33434,126 N Main St,Fort Worth,Tarrant County,
287207,1515,Everman Cemetery,Texas Historical Commission,32.63088,-97.26767,800 E. Enon St,Everman,Tarrant County,
287208,12211,New Hope Baptist Church,Texas Historical Commission,32.60721,-97.21460,6765 Dick Price Rd,Mansfield,Tarrant County,
287214,1900,First United Methodist Church of Wichita Falls,Texas Historical Commission,33.90869,-98.49226,909 Tenth Street,Wichita Falls,Wichita County,
287215,2049,Frank Kell Home,Texas Historical Commission,33.90744,-98.49688,900 Bluff Street,Wichita Falls,Wichita County,
287216,1684,First Baptist Church of Wichita Falls,Texas Historical Commission,33.90835,-98.49622,1200 9th Street,Wichita Falls,Wichita County,
287217,23625,Church of the Good Shepherd,Texas Historical Commission,33.90749,-98.49457,1007 Burnett Street,Wichita Falls,Wichita County,
287218,158,The Anderson House,Texas Historical Commission,33.90755,-98.49529,912 Burnett Street,Wichita Falls,Wichita County,
287219,5493,Times Publishing Company,Texas Historical Commission,33.90629,-98.48902,1300 Lamar Street,Wichita Falls,Wichita County,
287220,5802,Wichita Falls Junior College,Texas Historical Commission,33.90422,-98.49690,1104 Broad Street,Wichita Falls,Wichita County,
287221,5070,St. Paul Lutheran Church,Texas Historical Commission,33.90388,-98.49836,1417 11th Street,Wichita Falls,Wichita County,
287222,17907,Wichita General Hospital,Texas Historical Commission,33.90567,-98.50343,1600 8th Street,Wichita Falls,Wichita County,
287297,399,The Bexar County Courthouse,Texas Historical Commission,29.42370,-98.49353,100 Dolorosa,San Antonio,Bexar County,
287309,5805,Wichita Falls Opera House,Texas Historical Commission,33.91099,-98.48939,921 Indiana Street,Wichita Falls,Wichita County,
287310,17966,Bethania Hospital,Texas Historical Commission,33.90272,-98.50100,1600 11th Street,Wichita Falls,Wichita County,
287312,14238,Riverside Cemetery,Texas Historical Commission,33.90993,-98.50682,1810 5th St,Wichita Falls,Wichita County,
287314,14358,Frank Kell,Texas Historical Commission,33.91157,-98.50779,,Wichita Falls,Wichita County,
287315,17282,Felix L. Lindsey,Texas Historical Commission,33.91196,-98.50781,1810 Fifth Street,Wichita Falls,Wichita County,
287317,15184,Joseph Alexander Kemp,Texas Historical Commission,33.91206,-98.50716,1810 5th St,Wichita Falls,Wichita County,
287319,,Dr. Samuel Hiatt Burnside / Mary Margaret Grice Burnside,Texas Historical Commission,33.91174,-98.50713,1810 5th St,Wichita Falls,Wichita County,
287320,5945,Zenobia Trimble,Texas Historical Commission,33.86461,-98.55632,4300 Southwest Pkwy,Wichita Falls,Wichita County,
287375,18216,Joe and Lois Perkins Estate,Texas Historical Commission,33.87968,-98.51373,3301 Harrison Street,Wichita Falls,Wichita County,
287377,5808,Wichita Falls Woman's Forum,Texas Historical Commission,33.88817,-98.51348,2120 Speedway Avenue,Wichita Falls,Wichita County,
287378,5806,Wichita Falls Traction Company,Texas Historical Commission,33.89686,-98.51168,,Wichita Falls,Wichita County,
287379,2541,Home of Monroe Dodson,State Historical Survey Committee,34.09869,-98.57001,403 N Ave E,Burkburnett,Wichita County,
287380,15429,First United Methodist Church of Burkburnett,Texas Historical Commission,34.09872,-98.57219,301 E 4th St,Burkburnett,Wichita County,
287384,1792,The First National Bank of Burkburnett,State Historical Survey Committee,34.09743,-98.57178,300 E 3rd St,Burkburnett,Wichita County,
287386,,Panhandle Oil and Refining Company,Burkburnett Historical Society,34.09630,-98.57512,108 W 3rd St,Burkburnett,Wichita County,
287387,,1960 Ford Milk Truck,Burkburnett Historical Society,34.09630,-98.57505,108 W 3rd St,Burkburnett,Wichita County,
287389,17172,Charley Lee Coe,Texas Historical Commission,34.09636,-98.57491,104 W. Third Street,Burkburnett,Wichita County,
287392,18637,Booker T. Washington Elementary School,Texas Historical Commission,34.09948,-98.57809,606 Floyd St,Burkburnett,Wichita County,
287394,23295,Providence Baptist Church,Texas Historical Commission,34.10011,-98.57789,612 Floyd Street,Burkburnett,Wichita County,
287395,15952,Journey's End Cemetery,Texas Historical Commission,34.10133,-98.57791,632 Floyd St,Burkburnett,Wichita County,
287398,4703,Simon Peter Hawkins,Texas Historical Commission,34.08980,-98.58793,529 Charlotte Ave,Burkburnett,Wichita County,
287399,18161,Burkburnett Masonic Lodge No. 1027,Texas Historical Commission,34.08751,-98.57620,119 W. Williams Drive,Burkburnett,Wichita County,
287401,2782,John Gerham Hardin,State Historical Survey Committee,34.08798,-98.56994,,Burkburnett,Wichita County,
287403,4512,Samuel Burk Burnett,Texas Historical Commission,34.08777,-98.56885,501 Sheppard Road,Burkburnett,Wichita County,
287406,16499,Central Baptist Church,Texas Historical Commission,34.08772,-98.56199,820 Tidal St,Burkburnett,Wichita County,
287423,750,Site of Cashion School,Texas Historical Commission,34.03415,-98.51904,8346 Tica Rd,Wichita Falls,Wichita County,
287425,2061,Friberg - Cooper Methodist Church,Texas,33.99973,-98.45708,5511 Friberg Church Rd,Wichita Falls,Wichita County,
287429,4761,Site of Friberg School,Texas Historical Commission,34.00044,-98.45647,5511 Friberg Church Rd,Wichita Falls,Wichita County,
287431,,In Honor of Lt. Gen. Leo Marquez,Logistics Officer Association,33.96318,-98.51263,4039 Burkburnett Rd,Wichita Falls,Wichita County,
287432,,"T-38C ""Talon"" Aircraft",,33.96317,-98.51259,4039 Burkburnett Rd,Wichita Falls,Wichita County,
287433,,"“Maintenance Man Statue""",,33.96320,-98.51261,4039 Burkburnett Rd,Wichita Falls,Wichita County,
287436,16914,Sheppard Air Force Base,Texas Historical Commission,33.96369,-98.51248,4021 Burkburnett Rd,Wichita Falls,Wichita County,
287440,12294,Iowa Park Consolidated Independent School District,Texas Historical Commission,33.95146,-98.66330,413 E. Cash Street,Iowa Park,Wichita County,
287442,5531,Town of Iowa Park,State Historical Survey Committee,33.95120,-98.66776,103 N Wall St,Iowa Park,Wichita County,
287444,4914,Site of Wichita Valley Refinery and Texas-Oklahoma Fair,Texas Historical Commission,33.95239,-98.67186,401 W Park Ave,Iowa Park,Wichita County,
287457,5503,Tom Loyd Burnett Home,Texas Historical Commission,33.95585,-98.67249,400 W Alameda St,Iowa Park,Wichita County,
287460,2647,"Iowa Park Lodge No. 713, A.F. & A.M.",Texas Historical Commission,33.95452,-98.67800,700 W Washington Ave,Iowa Park,Wichita County,
287523,,The Legacy of Charles H. Roan,,35.11215,-101.36483,,Claude,Armstrong County,
287651,,Daily Grind / Molienda diaria,Texas Parks & Wildlife,30.18881,-97.71942,,Austin,Travis County,
287667,,Creekside Community / Comunidad de Creekside,Texas Parks & Wildlife,30.18972,-97.72064,,Austin,Travis County,
287756,18093,Blackburn Cemetery,Texas Historical Commission,31.13577,-97.68907,3412 Traverse Dr,Killeen,Bell County,
287762,2768,John Blackburn Log House,Texas Historical Commission,31.10892,-97.71243,2201 E. US 190 Business,Killeen,Bell County,
287763,1645,First Baptist Church of Killeen,Texas Historical Commission,31.08142,-97.72091,3310 S W S Young Dr,Killeen,Bell County,
287764,,Clements Tower Bell,,31.08138,-97.72093,3310 S W S Young Dr,Killeen,Bell County,
287765,4578,Santa Fe Depot,Texas Historical Commission,31.11972,-97.72882,1 Santa Fe Plaza,Killeen,Bell County,
287767,8661,Allen Military Academy,Texas Historical Commission,30.67636,-96.36275,909 E 22nd St,Bryan,Brazos County,
287768,,"James H. ""Screwdriver"" Arnold",,31.12066,-97.72913,305 N 4th St,Killeen,Bell County,
287770,,Killeen's First Brick School,,31.12140,-97.73272,101 N College St,Killeen,Bell County,
287771,14810,Allin House,Texas Historical Commission,31.12665,-97.90138,401 N Main St,Copperas Cove,Coryell County,
287790,120,Kings Highway Camino Real — Old San Antonio Road,The Daughters of The American Revolution and The State of Texas,28.27517,-99.83668,,Catarina,Dimmit County,
287791,122,Kings Highway Camino Real — Old San Antonio Road,The Daughters of The American Revolution and The State of Texas,28.26567,-99.91798,,Carrizo Springs,Dimmit County,
287793,3519,"Mt. Hiram Lodge No. 595, A.F. & A.M.",Texas Historical Commission,31.13072,-97.90088,802 N 1st St,Copperas Cove,Coryell County,
287794,1688,First Baptist Church of Copperas Cove,Texas Historical Commission,31.12660,-97.90398,305 N 3rd St,Copperas Cove,Coryell County,
287796,30,1908 First Baptist Church Building,Texas Historical Commission,31.12659,-97.90405,305 N 3rd St,Copperas Cove,Coryell County,
287797,3681,Ogletree Stagestop and Post Office,Texas Historical Commission,31.10417,-97.92885,1878 Post Office Rd,Copperas Cove,Coryell County,
287809,122,Kings Highway Camino Real — Old San Antonio Road,The Daughters of The American Revolution and The State of Texas,28.25685,-99.96303,,Carrizo Springs,Dimmit County,
287811,119,Kings Highway Camino Real — Old San Antonio Road,The Daughters of The American Revolution and The State of Texas,28.31970,-99.70231,,Catarina,Dimmit County,
287816,2111,First Producing Gas Well in Kleberg County,Texas Historical Commission,27.44440,-97.85747,120 US-77,Ricardo,Kleberg County,
287840,123,Kings Highway Camino Real — Old San Antonio Road,Daughters of The American Revolution and The State of Texas,28.27012,-100.01925,23665 Faith Ranch Rd,Carrizo Springs,Dimmit County,
287841,124,Kings Highway Camino Real — Old San Antonio Road,Daughters of The American Revolution and The State of Texas,28.27270,-100.07275,,Carrizo Springs,Dimmit County,
288042,,Kings Highway Camino Real — Old San Antonio Road,The Daughters of The American Revolution and The State of Texas,31.62613,-94.73158,,Nacogdoches,Nacogdoches County,
288046,23316,Roark-Griffith Pottery Site,Texas Historical Commission,33.21159,-96.99820,600 Historic Ln,Cross Roads,Denton County,
288126,,The Longest Garden,,31.92613,-97.10320,,Abbott,Hill County,
288127,,All about Windmills,,31.92596,-97.10347,,Abbott,Hill County,
288141,23403,Silver Falls Pavilion,Texas Historical Commission,33.66641,-101.15787,2422 US-82,Crosbyton,Crosby County,
288144,,Caples Building / Torre Caples,El Paso Historical Commission,31.75817,-106.48679,100a N Mesa St,El Paso,El Paso County,
288198,,George Marece Berry,,34.73660,-100.54623,1501 North High Street,Memphis,Hall County,
288203,,First Encounter Between President William H. Taft and President Porfirio Díaz,El Paso Historical Commission,31.75991,-106.48872,,El Paso,El Paso County,
288208,,Socorro Mission / Misión de Socorro,"Camino Real Trail Association (CARTA), Catholic Diocese of El Paso, County of El Paso, El Paso Community Foundation, El Paso County Historical Commission and El Paso Mission Trail Association",31.65901,-106.30356,328 S Nevarez Rd,Socorro,El Paso County,
288215,,El Paso Mission Trail / El Camino de las Misiones de El Paso,"Camino Real Trail Association (CARTA), Catholic Diocese of El Paso, County of El Paso, El Paso Community Foundation, El Paso County Historical Commission and El Paso Mission Trail Association",31.65902,-106.30354,328 S Nevarez Rd,Socorro,El Paso County,
288235,2035,Fort Worth Stockyards Horse and Mule Barns,Texas Historical Commission,32.78880,-97.34759,128 E Exchange Ave,Fort Worth,Tarrant County,
288237,2035,Fort Worth Stockyards Horse and Mule Barns,Texas Historical Commission,32.78876,-97.34759,122 East Exchange Avenue,Fort Worth,Tarrant County,
288243,374,The M.A. Benton House,State Historical Survey Commission,32.72563,-97.34037,1730 Sixth Ave,Fort Worth,Tarrant County,
288244,825,Chase Court,Texas Historical Commission,32.72532,-97.33211,4 Chase Ct,Fort Worth,Tarrant County,
288245,1266,Dr. Clay Johnson House,Texas Historical Commission,32.72543,-97.33217,#3 Chase Ct,Fort Worth,Tarrant County,
288246,925,Cobb-Burney House,Texas Historical Commission,32.74344,-97.34369,1598 Sunset Terrace,Fort Worth,Tarrant County,
288247,1455,Elizabeth Boulevard,Texas Historical Commission,32.71670,-97.33528,958 Page Ave,Fort Worth,Tarrant County,
288248,2741,James-Fujita House,Texas Historical Commission,32.71452,-97.33527,2530 College Ave,Fort Worth,Tarrant County,
288250,2305,Gunhild Weber House,Texas Historical Commission,32.72909,-97.33694,1404 S. Adams,Fort Worth,Tarrant County,
288252,5552,Travis Avenue Baptist Church,Texas Historical Commission,32.70602,-97.33332,800 W Berry St,Fort Worth,Tarrant County,
288253,17355,University United Methodist Church,Texas Historical Commission,32.70620,-97.35315,2416 W. Berry St,Fort Worth,Tarrant County,
288267,23864,Simon Michael Gallery,Texas Historical Commission,28.01451,-97.06094,510 E. King St,Rockport,Aransas County,
288269,23863,L.M. and Clara Bracht House,Texas Historical Commission,28.02465,-97.05216,902 E. Cornwall St,Rockport,Aransas County,
288270,23643,Kline's Cafe,Texas Historical Commission,28.02072,-97.05240,1006 St. Mary's Street,Rockport,Aransas County,
288271,,Letter from the Alamo,Alamo Letter Society & Aransas County Historical Community,28.02577,-97.05232,302 N Live Oak St,Rockport,Aransas County,
288273,,An Innovator,,28.05750,-97.03499,317 S Fulton Beach Rd,Rockport,Aransas County,
288316,7777,Central National Road of The Republic of Texas,Thomas Wynne Chapter of the Daughters of the American Revolution,33.21079,-96.15177,2933 Highway 69,Greenville,Hunt County,
288383,12498,I.O.O.F. Cemetery,Texas Historical Commission,33.06159,-96.24896,4414 FM 6,Caddo Mills,Hunt County,
288385,22392,Ebenezer Baptist Church,Texas Historical Commission,33.36846,-96.06506,301 S. Spencer St,Wolfe City,Hunt County,
288386,23348,Junius Heights Land Rush of 1906,Texas Historical Commission,32.80853,-96.75341,1621 Abrams Rd,Dallas,Dallas County,
288388,23505,Rockwall Memorial Cemetery,Texas Historical Commission,32.93027,-96.46500,409 W Washington Street,Rockwall,Rockwall County,
