ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
6190,246078,,Nevada Baptist Church,Texas Historical Commission,33.04052,-96.37377,,Nevada,Collin County
15430,246083,,Nevada Cemetery,Texas Historical Commission,33.04248,-96.37933,,Nevada,Collin County
12227,234982,,Nevill's Chapel Cemetery,Texas Historical Commission,33.19417,-94.95662,113 Co Rd 3210,Mount Pleasant,Titus County
11754,119603,,New Baden,Texas Historical Commission,31.05112,-96.42982,199 FM 1940,New Baden,Robertson County
9496,234920,,New Boston,Texas State Historical Survey Committee,33.45953,-94.41709,,New Boston,Bowie County
3575,174740,,New Braunfels,State Historical Survey Committee,29.70555,-98.09471,,New Braunfels,Comal County
3573,117665,,New Braunfels,State of Texas,29.71098,-98.13624,,New Braunfels,Comal County
3574,111232,,New Braunfels,Texas Historical Commission,29.70361,-98.12472,100 North Seguin Avenue,New Braunfels,Comal County
18923,130696,,New Braunfels 1918 Fire Station,Texas Historical Commission,29.7007,-98.12582,,New Braunfels,Comal County
22737,210311,,New Braunfels Gemischter Chor Harmonie,Texas Historical Commission,29.71199,-98.13617,105 Landa Park Drive,New Braunfels,Comal County
13667,174645,,New Braunfels Schuetzen Verein,Texas Historical Commission,29.74584,-98.23499,391 Range Road,New Braunfels,Comal County
18076,172616,,New Braunfels Woolen Mill,Texas Historical Commission,29.70114,-98.11939,439 Comal Avenue,New Braunfels,Comal County
7892,117349,,New Caney,Texas Historical Commission,30.13987,-95.22683,21130 US Highway 59,New Caney,Montgomery County
15811,55034,,New Cavalry Barracks,Texas Historical Commission,29.30557,-100.4191,123 McClernand Road,Brackettville,Kinney County
20073,168511,,New Deal,Texas Historical Commission,33.72958,-101.83903,404 S Monroe Avenue,New Deal,Lubbock County
7050,219431,,New Energy Cemetery,Texas Historical Commission,31.42944,-95.32443,,Crockett,Houston County
3580,155699,,New Fountain United Methodist Church,Texas Historical Commission,29.38718,-99.05804,2980 FM 2676,Quihi,Medina County
7745,91504,,New Harmony Baptist Church,Texas Historical Commission,32.41513,-95.46658,10251 FM 724,Tyler,Smith County
3581,203696,,New Hope Baptist Church,Texas Historical Commission,31.56164,-97.13935,915 North 6th Street,Waco,McLennan County
9014,255870,,New Hope Baptist Church,Texas Historical Commission,32.65669,-95.41876,3792 FM 1801,Mineola,Wood County
12211,287208,,New Hope Baptist Church,Texas Historical Commission,32.60721,-97.2146,6765 Dick Price Rd,Mansfield,Tarrant County
20095,168537,,New Hope Baptist Church,Texas Historical Commission,33.57673,-101.8348,2002 Birch Avenue,Lubbock,Lubbock County
11983,79136,,New Hope Cemetery,Texas Historical Commission,32.86863,-99.80024,,Stamford,Jones County
3584,192270,,New Hope Cemetery and New Hope Baptist Church,Texas Historical Commission,32.98934,-97.59051,782 New Hope Road,New Hope,Parker County
9311,101640,,New Hope First Baptist Church and Cemetery,Texas Historical Commission,30.53229,-97.83645,200 W New Hope Dr,Cedar Park,Williamson County
22551,267497,,New Hope Missionary Baptist Church,Texas Historical Commission,30.68086,-96.61228,10395 Co Rd 369,Caldwell,Burleson County
11331,266811,,New Hope Missionary Baptist Church,Texas State Historical Survey Committee,32.63199,-95.05096,9455 State Hwy 155,Big Sandy,Upshur County
11023,221240,,New London School Explosion,Texas Historical Commission,32.23913,-94.94198,10705 S Main Street,New London,Rusk County
9804,160985,,New Mine Baptist Church,Texas Historical Commission,32.96963,-95.00979,1338 FM 1519,Pittsburg,Camp County
13800,160992,,New Mine Cemetery,Texas Historical Commission,32.96963,-95.01011,1338 FM 1519,Pittsburg,Camp County
17848,174138,,New Moore Community,Texas Historical Commission,33.02215,-102.03261,,Tahoka,Lynn County
11024,268602,,New Prospect Baptist Church and Cemetery,Texas Historical Commission,32.22583,-94.69675,8943 Co Rd 270,Henderson,Rusk County
10836,268540,,New Prospect Cemetery,Texas Historical Commission,32.23749,-94.40146,401 Co Rd 212,Beckville,Panola County
12447,286921,,New Providence Primitive Baptist Church,Texas Historical Commission,30.90394,-96.89002,3953 FM 485,Maysfield,Milam County
13845,149379,,New Red Rock Cemetery,Texas Historical Commission,29.96347,-97.45631,,Bastrop,Bastrop County
6977,268993,,New Summerfield Methodist Church,Texas Historical Commission,31.98104,-95.0963,165 John Wesley Ln,New Summerfield,Cherokee County
14838,26163,,New Sweden Evangelical Lutheran Church,Texas Historical Commission,30.40576,-97.48648,12809 New Sweden Church Rd,Manor,Travis County
8646,220013,,New Tabor Brethren Church,Texas Historical Commission,30.54691,-96.64801,2439 County Road 225,Caldwell,Burleson County
11770,220014,,New Tabor Cemetery,Texas Historical Commission,30.53719,-96.63911,,Caldwell,Burleson County
16010,30726,,New Ulm Cemetery,Texas Historical Commission,29.90583,-96.4875,2647 FM 109,New Ulm,Austin County
10741,50137,,New Washington,Texas Historical Commission,29.67168,-95.00667,1415 E Main St,Morgan's Point,Harris County
12053,269209,,New York Cemetery,Texas Historical Commission,32.16558,-95.66704,,New York,Henderson County
3587,113729,,New York Hill,Texas Historical Commission,32.50492,-98.4153,,Mingus,Erath County
3588,125417,,"New York, Texas & Mexican Railroad and The Community of Hungerford",Texas Historical Commission,29.39893,-96.07714,,Hungerford,Wharton County
17015,170906,,"New Zion Temple Church - Worldwide Fellowship, Inc.",Texas Historical Commission,29.75508,-95.38315,1601 Ruthven Street,Houston,Harris County
12149,269930,,Newberry Community,Texas Historical Commission,32.77895,-97.96261,1301 Newberry Road,Millsap,Parker County
3590,200867,,Newburg Cemetery,Texas Historical Commission,31.7703,-98.52064,,Newburg,Comanche County
11808,232694,,Newburn-Rawlinson House,Texas Historical Commission,31.96718,-95.28055,406 Kickapoo Street,Jacksonville,Cherokee County
,259413,,Newgulf Campo Santo,Texas Historical Commission,29.24448,-95.89553,,Newgulf,Wharton County
17574,100121,,Newlin Cemetery,Texas Historical Commission,34.60426,-100.44537,,Memphis,Hall County
3591,81127,,Newman Community and Cemetery,Texas Historical Commission,32.61664,-100.21405,,Sylvester,Fisher County
13564,188299,,Newsome Dougherty Memorial High School,Texas Historical Commission,33.61314,-97.14132,1201 Lindsay,Gainesville,Cooke County
13531,137153,,Newton Cemetery,Texas Historical Commission,30.85288,-93.75852,,Newton,Newton County
11121,128586,,Newton County Courthouse,Texas Historical Commission,30.84797,-93.76055,115 Court Street,Newton,Newton County
16330,128588,,Newton County Pre-War Maneuvers,Texas Historical Commission,30.84778,-93.76008,115 Court Street,Newton,Newton County
11145,202003,,"Newton County, C.S.A.",State Historical Survey Committee,30.81478,-93.71833,,Newton,Newton County
6307,208170,,Nicholas Bluntzer,Texas Historical Commission,27.90821,-97.78533,5528 FM3088,Banquete,Nueces County
12908,127532,,Nicholas D. Labadie,Texas Historical Commission,29.29333,-94.81299,4002 Avenue K,Galveston,Galveston County
6677,159598,,Nicholas Henry Darnell,Texas Historical Commission,32.77631,-96.79974,1201 Marilla St,Dallas,Dallas County
8235,70567,,Nicholas J. Clayton,Texas Historical Commission,29.30698,-94.79543,,Galveston,Galveston County
3593,156146,,Nichols Cemetery,Texas Historical Commission,30.07256,-99.21533,,Ingram,Kerr County
10630,116857,,Nichols-Rice-Cherry House,State Historical Survey Committee,29.75923,-95.37188,1100 Bagby Street,Houston,Harris County
3594,48387,,Nicholson School,Texas Historical Commission,35.07651,-100.23756,,Shamrock,Collingsworth County
17070,230611,,Nicolas Street School,Texas Historical Commission,29.2024,-99.79344,500 Silvestre Street,Uvalde,Uvalde County
3595,188518,,Nicolaus Zink,Texas Historical Commission,29.88996,-98.78729,106 Waring Welfare Road,Boerne,Kendall County
20114,168542,,Nicolett Hotel,Texas Historical Commission,33.58466,-101.84465,904 Broadway Street,Lubbock,Lubbock County
3596,273311,,Niles City,Texas Historical Commission,32.78876,-97.34409,600 East Exchange Avenue,Fort Worth,Tarrant County
10563,273321,,Niles F. Smith,Texas Historical Commission,29.71851,-93.90518,,Sabine Pass,Jefferson County
3597,91326,,Nils Akeson,Texas Historical Commission,34.06337,-101.8472,206 West 6th Street,Hale Center,Hale County
10089,42425,,Nimitz Hotel,Texas Historical Commission,30.27171,-98.86732,,Fredericksburg,Gillespie County
14653,71920,,Nine Miles West is the Enchanted Rock,State of Texas,30.54334,-98.70466,,Llano,Llano County
7412,73243,,Ninth Texas Cavalry,Texas Historical Commission,33.63614,-96.60952,101 West Houston Street,Sherman,Grayson County
13991,236154,,Nix,Texas Historical Commission,31.10889,-98.37048,12090 FM 580,Lampasas,Lampasas County
16601,289057,,Nixon,Texas Historical Commission,29.26818,-97.76475,105 W 2nd St,Nixon,Gonzales County
16688,97637,,No. 1 British Flying Training School,Texas Historical Commission,32.71763,-96.26978,119 Silent Wings Boulevard,Terrell,Kaufman County
7881,155617,,Noah Griffith and Esther Wightman Griffith,Texas Historical Commission,30.31472,-95.76917,,Dobbin,Montgomery County
10574,172382,,Noah Tevis,State of Texas,30.08463,-94.09797,,Beaumont,Jefferson County
3600,212069,,Nolan County,Texas Historical Commission,32.47063,-100.40809,100 E 3rd St,Sweetwater,Nolan County
12482,175096,,Nolanville Encampment,Texas Historical Commission,31.0773,-97.615,502 S Main St,Nolanville,Bell County
3601,289965,,Nolanville School,Texas Historical Commission,31.07398,-97.62043,901 Nolanville Rd,Nolanville,Bell County
3603,60924,,Nolte-Rooney House,State Historical Survey Committee,30.36031,-103.65933,307 East Sul Ross Avenue,Alpine,Brewster County
16797,207128,,Nora Lee Mayhew Wendland,Texas Historical Commission,31.1124,-97.33412,1873 North Front Street,Temple,Bell County
3604,174601,,Nordheim Shooting Club,Texas Historical Commission,28.9271,-97.61795,101 9th Street,Nordheim,DeWitt County
15622,152240,,Norman Austin,Texas Historical Commission,31.07164,-97.46071,1500 N Main St,Belton,Bell County
11809,41085,,Norman Law Firm,Texas Historical Commission,31.79489,-95.15005,106 East 5th Street,Rusk,Cherokee County
9312,25418,,Norman's Crossing,Texas Historical Commission,30.49493,-97.49777,,Hutto,Williamson County
9378,157641,,Norris Wright Cuney,Texas Historical Commission,29.91256,-96.07698,,Monaville,Waller County
12625,143813,,Norris Wright Cuney,Texas Historical Commission,29.30297,-94.78992,722 Moody Avenue,Galveston,Galveston County
13376,283683,,Norse,Texas Historical Commission,31.75416,-97.67241,2335 Farm to Market Rd 182,Clifton,Bosque County
14628,148928,,North Dallas High School,Texas Historical Commission,32.81001,-96.79498,3120 N Haskell Avenue,Dallas,Dallas County
9314,4801,,North Fork of the San Gabriel River,Texas Historical Commission,30.67425,-97.72346,,Georgetown,Williamson County
3608,245780,,North Nocona Oil Field,Texas Historical Commission,33.9253,-97.70518,,Nocona,Montague County
,206094,,North Pedestrian Gate,State of Texas,30.27546,-97.74005,1100 Congress Avenue,Austin,Travis County
17677,260104,,North Pleasanton,Texas Historical Commission,28.97188,-98.48071,,Pleasanton,Atascosa County
11873,108510,,North Prairie School,Texas Historical Commission,31.33645,-97.08488,,Chilton,Falls County
3609,225021,,North Side School,Texas Historical Commission,32.73803,-97.10869,201 W. Front Street,Arlington,Tarrant County
16789,171716,,North Texas State Fair and Rodeo,Texas Historical Commission,33.23344,-97.13784,,Denton,Denton County
7413,72862,,North-South Railway Connection,Texas Historical Commission,33.75537,-96.53367,200 East Main Street,Denison,Grayson County
3611,93540,,Northeast Corner of Texas,State Historical Survey Committee,36.43338,-100.00082,,Follett,Lipscomb County
13662,187182,,Northwest Extension Oilfield,Texas Historical Commission,34.09631,-98.63083,,Burkburnett,Wichita County
3612,91705,,Northwest Texas Hospital School of Nursing,Texas Historical Commission,35.21088,-101.86211,2209 SW 6th Avenue,Amarillo,Potter County
9313,101653,,"Norton Moses Lodge No. 336, A.F. & A.M.",Texas Historical Commission,30.56856,-97.85076,201 Sonny Drive,Leander,Williamson County
3614,29254,,Norton-Orgain House,Texas Historical Commission,30.94703,-97.53675,,Salado,Bell County
3615,118892,,Norton-Polk-Mathis House,State Historical Survey Committee,29.41374,-98.49406,401 King William St,San Antonio,Bexar County
3616,283688,,Norwegian Settlements in Bosque County,State Historical Survey Committee,31.7345,-97.66569,6799 FM 219,Clifton,Bosque County
11755,168107,,Norwood Cemetery,Texas Historical Commission,30.88615,-96.58954,,Hearne,Robertson County
7629,30557,,Norwood Community,Texas Historical Commission,31.394,-94.1961,,San Augustine,San Augustine County
13620,25630,,Norwood Tower,Texas Historical Commission,30.26932,-97.74325,114 W 7th Street,Austin,Travis County
22855,248420,,Notla Community,Texas Historical Commission,36.10007,-100.61048,,Perryton,Ochiltree County
16312,162334,,Notre Dame Catholic Church,Texas Historical Commission,30.04438,-99.13895,,Kerrville,Kerr County
17552,236936,,Notre Dame Catholic School,Texas Historical Commission,30.04508,-99.13799,907 Main St,Kerrville,Kerr County
3617,72750,,Notrees,State Historical Survey Committee,31.91748,-102.75562,,Notrees,Ector County
14043,206434,,Novohrad School,Texas Historical Commission,29.61333,-97.06898,,Moulton,Lavaca County
6327,208179,,Nuecestown,Texas Historical Commission,27.85572,-97.59317,11802 Up River Rd,Corpus Christi,Nueces County
3624,208185,,Nuecestown Cemetery,Texas Historical Commission,27.84873,-97.59041,11408 Leopard St,Corpus Christi,Nueces County
3625,208184,,Nuecestown Raid,Texas Historical Commission,27.85571,-97.59314,11802 Up River Rd,Corpus Christi,Nueces County
3626,208187,,Nuecestown Schoolhouse,Texas Historical Commission,27.8478,-97.59134,11425 Leopard St,Corpus Christi,Nueces County
17720,269526,,Nuevo Santander Land Grants,Texas Historical Commission,26.40226,-98.99472,,Roma,Starr County
3628,194516,,Nugent-Hart House,Texas Historical Commission,32.56035,-97.13673,312 South Waxahachie Street,Mansfield,Tarrant County
20178,192581,,Nursery School and Nursery Independent School District,Texas Historical Commission,28.92121,-97.09528,13254 Nursery Drive,Nursery,Victoria County
9981,88853,,"O. H. Methvin, Sr.",Texas Historical Commission,32.49635,-94.73887,101 East Methvin Street,Longview,Gregg County
14859,88129,,O. Henry,Texas Historical Commission,30.26586,-97.73906,409 E. 5th Street,Austin,Travis County
15479,25587,,O. Henry Hall,Texas Historical Commission,30.26855,-97.74397,601 Colorado Street,Austin,Travis County
2453,61240,,O. Henry House,Texas Historical Commission,29.42435,-98.49738,601 Dolorosa,San Antonio,Bexar County
3633,110882,Confirmed Missing,"O. P. ""Pack"" Wolf",State Historical Survey Committee,32.73266,-100.90089,,Snyder,Scurry County
18926,201920,,O. P. Pyle,Texas Historical Commission,32.66479,-95.49009,123 N Line St,Mineola,Wood County
9019,139021,,O. P. Pyle House,Texas Historical Commission,32.66492,-95.49004,123 North Line Street,Mineola,Wood County
3634,150324,,O. W. Parker Ranch Headquarters,Texas Historical Commission,30.93294,-101.8768,,Iraan,Crockett County
12473,138961,,O. W. Williams,Texas Historical Commission,30.88564,-102.87685,100 North Rooney Street,Fort Stockton,Pecos County
18782,126782,,O.C. Fisher,Texas Historical Commission,30.48878,-99.76624,501 Main Street,Junction,Kimble County
9982,290334,,O.H. Methvin,Texas Historical Commission,32.49825,-94.73038,705 Magrill St.,Longview,Gregg County
12894,150904,,O.J. Thomas High School,Texas Historical Commission,30.85734,-96.98579,,Cameron,Milam County
10239,223052,,O.T. Brown Home,Texas Historical Commission,29.88058,-97.95007,716 Belvin Street,San Marcos,Hays County
3629,192453,,O'Connor-Proctor Building,Texas Historical Commission,28.80016,-97.00559,202 North Main Street,Victoria,Victoria County
3630,110306,,O'Donnell,State Historical Survey Committee,32.96478,-101.83249,,O'Donnell,Lynn County
9450,238498,,O'Henry School Building,Texas Historical Commission,30.74286,-98.67465,1502 Oatman Street,Llano,Llano County
3632,100232,,O'Neil Building,Texas Historical Commission,34.85509,-100.21349,919 9th Street,Wellington,Collingsworth County
14287,170345,,O'Neil Ford,Texas Historical Commission,33.21869,-97.13002,502 Oakland Street,Denton,Denton County
