ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
3471,100178,,Morgan Hospital,Texas Historical Commission,34.42048,-100.21654,400 7th Street S.W.,Childress,Childress County
12218,78327,,Morgan Jones,Texas Historical Commission,32.46037,-99.72476,,Abilene,Taylor County
16707,158018,,Morgan Mill Cemetery,Texas Historical Commission,32.38882,-98.16788,,Morgan Mill,Erath County
3472,72324,,Morgan Mill Tabernacle,Texas Historical Commission,32.38813,-98.16789,,Morgan Mill,Erath County
3472,158021,,Morgan Mill Tabernacle,Texas Historical Commission,32.38809,-98.16801,,Morgan Mill,Erath County
3473,208109,,Morgan Steamship Line,State Historical Survey Committee,29.08601,-97.2868,682 E Morgan Ave,Cuero,DeWitt County
10735,51396,,Morgan's Point Cemetery,Texas Historical Commission,29.67863,-94.99257,,Morgan's Point,Harris County
10085,231128,,Moritz-Hitzfeld-Jacoby House,Texas Historical Commission,30.284,-98.87272,608 North Milam Street,Fredericksburg,Gillespie County
3474,130135,,Mormon Settlers in Bandera County,State Historical Survey Committee,29.7266,-99.07304,500 Main Street,Bandera,Bandera County
16501,286232,,Morning Chapel Missionary Baptist Church,Texas Historical Commission,33.13517,-95.59758,208 Fuller St,Sulphur Springs,Hopkins County
7851,192225,,Morris County,State Historical Survey Committee.,33.03202,-94.72452,Webb Street,Daingerfield,Morris County
14587,269072,,Morrison Chapel/La Rue Cemetery,Texas Historical Commission,32.12418,-95.67036,,La Rue,Henderson County
3476,200214,,Morrison Funeral Home,Texas Historical Commission,33.10438,-98.59149,700 Oak Street,Graham,Young County
8537,97234,,Morrow Chapel Cemetery,Texas Historical Commission,32.57434,-96.17607,,Kaufman,Kaufman County
9012,126485,,Morton Cemetery,State Historical Survey Committee,29.58645,-95.76268,401 North 2nd Street,Richmond,Fort Bend County
9050,126524,,"Morton Lodge No. 72, A. F. & A. M.",Texas Historical Commission,29.58317,-95.76061,211 Morton Street,Richmond,Fort Bend County
16171,155390,,Morton Memorial Cemetery,Texas Historical Commission,33.74374,-102.75925,,Morton,Cochran County
9051,208114,,Morton-McCloy House,Texas Historical Commission,29.58669,-95.76142,402 N 2nd St,Richmond,Fort Bend County
10413,201861,,Moscow,State Historical Survey Committee,30.9198,-94.82759,,Moscow,Polk County
13953,35897,,Moscow Male and Female Academy,State of Texas,30.91782,-94.82767,,Moscow,Polk County
10087,94292,,Mosel-Jorden-Duecker Haus,Texas Historical Commission,30.27339,-98.87274,109 E. San Antonio St,Fredericksburg,Gillespie County
14225,231124,,Moseley Log Cabin,State Historical Survey Committee,30.28054,-98.87499,307 West Schubert Street,Fredericksburg,Gillespie County
8645,68684,,Moseley's Ferry,Texas Historical Commission,30.62441,-96.54448,,Caldwell,Burleson County
246,119803,,Moses Austin,State of Texas,29.42483,-98.49541,100 Military Plaza,San Antonio,Bexar County
16141,158896,,Moses Austin,Texas Historical Commission,30.27934,-97.73874,1700 N Congress Avenue,Austin,Travis County
8313,164570,,Moses Austin Bryan,Texas Historical Commission,30.32843,-96.36144,,Independence,Washington County
8294,165380,,Moses Baine,Texas Historical Commission,30.1555,-96.40861,1004 Prairie Lea Street,Brenham,Washington County
11658,205705,,"Moses Johnson, M.D.",Texas Historical Commission,28.62262,-96.72224,,Port Lavaca,Calhoun County
3021,201633,,Moses Lapham,State of Texas,29.40676,-98.60841,,San Antonio,Bexar County
14911,182922,,Moses Menger Elementary School,Texas Historical Commission,27.76752,-97.39731,2401 South Alameda Street,Corpus Christi,Nueces County
10619,129953,,Moses W. Brigham,the State of Texas,29.75721,-95.37907,1217 West Dallas Street,Houston,Harris County
11371,161308,,Moss Hill Community Cemetery,Texas Historical Commission,30.80435,-94.36207,,Woodville,Tyler County
17882,157309,,Mosty Brothers Nursery,Texas Historical Commission,29.94103,-99.02853,,Center Point,Kerr County
20033,207912,,Mother Margaret Mary Healy Murphy,Texas Historical Commission,27.79784,-97.39617,520 Starr St,Corpus Christi,Nueces County
3480,217215,,Mother Neff State Park,Texas Historical Commission,31.33392,-97.46768,1921 State Park Road 14,McGregor,Coryell County
3481,191984,,Mother Zion Missionary Baptist Church,Texas Historical Commission,28.97609,-95.97448,2705 Avenue B,Bay City,Matagorda County
3482,150391,,Mothers Park,State Historical Survey Committee,34.82178,-102.40282,807 Main Street,Hereford,Deaf Smith County
3483,104710,,Motley County,State of Texas,33.9984,-100.82798,,Matador,Motley County
3484,104687,,Motley County Jail,Texas Historical Commission,34.01531,-100.82191,,Matador,Motley County
3485,164250,,Moulton,State Historical Survey Committee,29.57776,-97.14335,304 North Lavaca Drive,Moulton,Lavaca County
3486,164209,,Moulton Masonic Lodge,State Historical Survey Committee,29.57247,-97.14551,300 South Main Street,Moulton,Lavaca County
18168,164252,,Moulton’s World War II Observation Tower,Texas Historical Commission,29.56625,-97.12725,,Moulton,Lavaca County
8781,161101,,Mound Prairie Cemetery,Texas Historical Commission,31.87245,-95.57223,,Mound Prairie,Anderson County
12304,25424,,Mount Arie (Mount Ararat) Missionary Baptist Church,Texas Historical Commission,30.79309,-97.43587,529 South Bowie Street,Bartlett,Williamson County
15943,201830,,Mount Blanc School,Texas Historical Commission,30.72782,-98.14499,,Burnet,Burnet County
6473,158887,,Mount Bonnell,State Historical Survey Committee,30.3215,-97.77296,3800 Mt Bonnell Road,Austin,Travis County
3487,161655,,Mount Calm Cemetery,Texas Historical Commission,31.73414,-96.87495,,Mt. Calm,Limestone County
8714,268211,,Mount Calvary Baptist Church,Texas Historical Commission,31.36265,-94.74496,208 Calvary St.,Lufkin,Angelina County
3488,165502,,Mount Calvary Cemetery,State Historical Survey Committee,28.30235,-97.28169,,Refugio,Refugio County
6790,93134,,Mount Calvary Cemetery,Texas Historical Commission,32.92745,-96.77943,,Dallas,Dallas County
13298,170348,,Mount Calvary Cemetery,Texas Historical Commission,30.69161,-96.36064,2801 Old Kurten Road,Bryan,Brazos County
3490,188449,,Mount Gilead Baptist Church,Texas Historical Commission,32.94869,-97.22085,860 Keller Smithfield,Keller,Tarrant County
3491,73582,,Mount Gilead Baptist Church,Texas Historical Commission,33.57115,-101.83018,2512 Fir Avenue,Lubbock,Lubbock County
3492,183274,,Mount Gilead Cemetery,Texas Historical Commission,32.94906,-97.22115,1351 Bancroft Road,Keller,Tarrant County
9734,27637,,Mount Horeb Lodge,the State Historical Survey Committee,30.82014,-97.93593,,Bertram,Burnet County
3494,98396,,Mount Marion Cemetery,Texas Historical Commission,32.54094,-98.49822,,Strawn,Palo Pinto County
18929,192206,,Mount Moriah Baptist Church,Texas Historical Commission,28.67173,-97.3911,204 East Oak Street,Goliad,Goliad County
7661,118985,,"Mount Moriah Lodge No. 37, A.F. & A.M.",Texas Historical Commission,30.59278,-95.12817,,Coldspring,San Jacinto County
12210,225008,,Mount Olive Baptist Church,Texas Historical Commission,32.74313,-97.11063,301 W. Sanford St,Arlington,Tarrant County
15031,25685,,Mount Olive Baptist Church,Texas Historical Commission,30.26641,-97.7212,1800 E 11th Street,Austin,Travis County
17312,162413,,Mount Olive Baptist Church,Texas Historical Commission,30.05582,-99.14479,121 West McFarland Drive,Kerrville,Kerr County
18656,264230,,Mount Olive Cemetery,Texas Historical Commission,32.23468,-98.19814,1002 S College Farm Rd,Stephenville,Erath County
3495,92319,,Mount Olivet Cemetery,Texas Historical Commission,32.79162,-97.30872,2205 N Sylvania Ave,Fort Worth,Tarrant County
22457,259000,,Mount Pisgah Missionary Baptist Church,Texas Historical Commission. Marker was cast in 2019.,32.93892,-96.80327,14000 Preston Road,Dallas,Dallas County
12923,235733,,Mount Pleasant Baptist Church,Texas Historical Commission,29.7778,-95.32131,4819 Hershe Street,Houston,Harris County
20039,174467,,Mount Pleasant Colored School,Texas Historical Commission,32.75646,-97.81023,199 Dubellette Street,Weatherford,Parker County
17618,164472,,Mount Rose Missionary Baptist Church,Texas Historical Commission,30.16817,-96.38839,204 Kerr Street,Brenham,Washington County
3497,208118,,Mount Salem American Baptist Church,Texas Historical Commission,28.80231,-96.99818,609 E North St,Victoria,Victoria County
8782,232793,,Mount Vernon A.M.E. Church,Texas Historical Commission,31.76815,-95.62294,913 East Calhoun Street,Palestine,Anderson County
8783,161100,,Mount Vernon United Methodist Church,Texas Historical Commission,31.92173,-95.54809,,Frankston,Anderson County
10738,235652,,Mount Vernon United Methodist Church,Texas Historical Commission,29.7747,-95.34208,1501 Jensen Drive,Houston,Harris County
3498,174382,,Mount Zion Baptist Church,Texas Historical Commission,29.20545,-97.2368,,Edgar,DeWitt County
3500,78834,,Mount Zion Baptist Church,Texas Historical Commission,32.458,-99.72657,520 Stafford Ave,Abilene,Taylor County
7991,150955,,Mount Zion Baptist Church,Texas Historical Commission,30.72855,-96.98958,3739 FM 1712,Rockdale,Milam County
6146,255639,,Mount Zion Cemetery,Texas Historical Commission,32.96687,-96.41306,,Fate,Rockwall County
9735,27638,,Mount Zion Cemetery,Texas Historical Commission,30.72754,-98.11228,,Bertram,Burnet County
11498,116286,,Mount Zion Missionary Baptist Church,Texas Historical Commission,30.10089,-93.73452,512 West John Avenue,Orange,Orange County
13418,203609,,Mount Zion United Methodist Church,Texas Historical Commission,31.56433,-97.1418,1208 North 5th Street,Waco,McLennan County
6826,40474,,Mountain Home,State of Texas,31.80752,-95.12386,,Rusk,Cherokee County
3503,77765,,Mountain Pass Station,State Historical Survey Committee,32.32111,-100.05408,,Merkel,Taylor County
3504,238033,,Mountain Springs School,Texas Historical Commission,33.48292,-97.04572,,Valley View,Cooke County
18508,254682,,Mounts House,Texas Historical Commission,33.2165,-97.14051,305 Mounts Avenue,Denton,Denton County
18511,154096,,Mounts-Wright House,Texas Historical Commission,33.2171,-97.14047,403 Mounts Avenue,Denton,Denton County
3506,116588,,Moye,State Historical Survey Committee,29.35426,-98.87905,,Castroville,Medina County
4033,169377,,Mr. and Mrs. Isaac J. Rude,State Historical Survey Committee,30.898,-103.01752,,Fort Stockton,Pecos County
9757,27738,,Mr. and Mrs. Jacob Wolf,the State Historical Survey Commission,30.93057,-98.23932,,Burnet,Burnet County
3507,94584,,Mr. and Mrs. W.P. Williams,Texas Historical Commission,31.58785,-99.23103,,Trickham,Coleman County
3508,120710,,Mrs. Angelina Bell Peyton Eberly,Texas Historical Commission,28.53366,-96.51694,,Indianola,Calhoun County
5937,159055,,Mrs. C.D. Kelly,State Historical Survey Committee,31.54786,-96.55002,,Groesbeck,Limestone County
3509,93239,,Mrs. Cordia Sloan Duke,Texas Historical Commission,36.0674,-102.52302,,Dalhart,Dallam County
8006,129323,,Mrs. Edna Westbrook Trigg,State Historical Survey Committee,30.85035,-96.97634,102 South Fannin Avenue,Cameron,Milam County
3510,94450,,Mrs. J.A.B. Miller Public Library Building,Texas Historical Commission,31.83175,-99.42342,,Coleman,Coleman County
9005,239487,,Mrs. Jane Herbert Wilkinson Long,State of Texas,29.56602,-95.72216,22502 Buster Jackson Ct,Richmond,Fort Bend County
3511,85890,,Mrs. John L. Morris,State Historical Survey Committee,31.86449,-102.3829,2308 Shakespeare Road,Odessa,Ector County
3512,61267,,Mrs. Lillie W. Cole,State Historical Survey Committee,31.42766,-103.49547,120 East 1st Street,Pecos,Reeves County
9889,158951,,Mrs. Lucy Haggard Longbotham,State Historical Survey Committee,31.78098,-96.47369,520 W Brazos,Wortham,Freestone County
3515,88802,,Mrs. Merriweather Post,State Historical Survey Committee.,33.1909,-101.3812,300 Main Street,Post,Garza County
3516,152194,,Mrs. Sarah Ann Hardin-Kelton,State of Texas,31.05136,-97.46326,,Belton,Bell County
1904,208481,,Mrs. Simona Smith Fisk,the State of Texas,29.42054,-98.46885,,San Antonio,Bexar County
8529,96208,,Mrs. William P. King,State Historical Survey Committee,32.58953,-96.30978,100 West Mulberry Street,Kaufman,Kaufman County
3517,161648,,Mt. Antioch Cemetery,Texas Historical Commission,31.72943,-96.8491,,Mt. Calm,Limestone County
3518,161649,,Mt. Calm Methodist Church,Texas Historical Commission,31.75818,-96.88179,303 Allyn Avenue,Mt. Calm,Hill County
7819,180240,,Mt. Carmel Cemetery,Texas Historical Commission,33.36439,-96.05389,,Wolfe City,Hunt County
14032,171161,,Mt. Carmel Missionary Baptist Church,Texas Historical Commission,29.7551,-95.37864,1407 Valentine Street,Houston,Harris County
11982,205080,,Mt. Gainer,Texas Historical Commission,30.14358,-98.13693,,Dripping Springs,Hays County
3519,287793,,"Mt. Hiram Lodge No. 595, A.F. & A.M.",Texas Historical Commission,31.13072,-97.90088,802 N 1st St,Copperas Cove,Coryell County
11806,289564,,Mt. Hope Cemetery,Texas Historical Commission,31.50535,-94.94933,1354 County Rd 2626,Wells,Cherokee County
11807,28138,,Mt. Hope Cemetery,Texas Historical Commission,31.52473,-94.96827,,Wells,Cherokee County
3493,194059,,Mt. Horeb Baptist Church,Texas Historical Commission,30.12114,-98.30776,593 Peyton Colony Road,Blanco,Blanco County
16577,165674,,Mt. Moriah Temple Baptist Church,Texas Historical Commission,33.25216,-95.88933,,Commerce,Hunt County
8538,95804,,Mt. Olive Missionary Baptist Church,Texas Historical Commission,32.51951,-96.38211,8795 S FM 148,Scurry,Kaufman County
9632,211250,,Mt. Pisgah Church and Cemetery,Texas Historical Commission,31.54878,-95.81156,24754 FM 542,Oakwood,Leon County
7891,207434,,Mt. Pleasant Cemetery,Texas Historical Commission,30.4631,-95.65794,19311 Lake Mount Pleasant Road,Montgomery,Montgomery County
13856,139138,,Mt. Pleasant Cemetery,Texas Historical Commission,32.42297,-94.91802,Mt. Pleasant Road,Kilgore,Gregg County
14359,255644,,Mt. Pleasant Hill Cemetery,Texas Historical Commission,33.01216,-96.38032,,Nevada,Collin County
3520,287147,,Mt. Pleasant Missionary Baptist Church,Texas Historical Commission,33.91367,-98.47532,809 Harding Street,Wichita Falls,Wichita County
17298,247188,,Mt. Providence Baptist Church,Texas Historical Commission,32.21352,-95.85306,806 N Needmore St,Athens,Henderson County
3521,182140,,Mt. Sinai Baptist Church,Texas Historical Commission,28.61015,-96.62566,419 West Center Street,Port Lavaca,Calhoun County
23281,274501,,Mt. Vernon Baptist Church,Texas Historical Commission,29.67298,-95.3708,3618 Stassen St,Houston,Harris County
10965,268129,,Mt. Vernon Church and Cemetery,Texas Historical Commission,31.40865,-95.08686,5314 County Rd 1155,Ratcliff,Houston County
3499,71987,,Mt. Zion Baptist Church,Texas Historical Commission,32.73265,-97.31819,1101 Evans Avenue,Fort Worth,Tarrant County
8372,219854,,Mt. Zion Baptist Church,Texas Historical Commission,30.21412,-96.57738,,Burton,Washington County
8373,219855,,Mt. Zion Cemetery,Texas Historical Commission,30.21366,-96.57701,,Burton,Washington County
10833,160760,,Mt. Zion Cemetery,Texas Historical Commission,32.34328,-94.11776,,DeBerry,Panola County
7318,176407,,Mt. Zion Churches and Cemetery,State Historical Survey Committee,33.20205,-95.83337,,Cumby,Hopkins County
9895,272125,,Mt. Zion Methodist Church and Cemetery,State Historical Survey Committee,31.68917,-96.05019,130 Co Rd 415,Turlington,Freestone County
12614,208166,,Mt. Zion Missionary Baptist Church,Texas Historical Commission,27.79374,-97.65813,606 N Upshaw Blvd,Robstown,Nueces County
15742,171297,,Mt. Zion Missionary Baptist Church,Texas Historical Commission,29.73837,-95.35801,2301 Nagle Street,Houston,Harris County
17367,165240,,Mt. Zion United Methodist Church,Texas Historical Commission,30.16207,-96.40705,500 High Street,Brenham,Washington County
3524,193834,,Muehlhause House,Texas Historical Commission,31.05135,-97.46583,620 S Main St,Belton,Bell County
10083,111263,,Mueller-Petmecky House,Texas Historical Commission,30.26963,-98.86892,201 South Washington Street,Fredericksburg,Gillespie County
3525,238035,,Muenster,Texas Historical Commission,33.64814,-97.38076,,Muenster,Cooke County
12222,77736,,Mulberry Canyon,Texas Historical Commission,32.40467,-100.06957,,Merkel,Taylor County
18610,203533,,Mulberry Cemetery,Texas Historical Commission,33.72818,-96.27497,5638 FM274,Ravenna,Fannin County
17912,266575,,Mulcahy House,Texas Historical Commission,29.7905,-95.39628,1046 Harvard,Houston,Harris County
17929,220208,,Muldoon Community,Texas Historical Commission,29.81769,-97.06951,248 FM 154,Muldoon,Fayette County
3528,77618,,Mule Creek Cemetery,State Historical Survey Committee,31.74704,-100.28633,,Tennyson,Coke County
3530,73667,,Muleshoe National Wildlife Refuge,Texas Historical Commission,33.95024,-102.742,,Muleshoe,Bailey County
16695,268214,,Mull Cemetery,Texas Historical Commission,31.77418,-94.18412,1721 Southview Cir,Center,Shelby County
3532,89694,,Mullin United Methodist Church,Texas Historical Commission,31.55847,-98.66451,,Mullin,Mills County
3534,192491,,Mundt Place,Texas Historical Commission,28.7996,-97.00829,103 South Glass Street,Victoria,Victoria County
6791,149049,,Munger Avenue Baptist Church,Texas Historical Commission,32.80077,-96.78641,3919 Munger Avenue,Dallas,Dallas County
17714,92941,,Munger Community,Texas Historical Commission,31.79717,-96.70895,,Coolidge,Limestone County
6792,151420,,Munger Place Methodist Church,Texas Historical Commission,32.80673,-96.76977,5200 Bryan Street,Dallas,Dallas County
3535,167168,,Municipal Power Plant,Texas Historical Commission,29.28568,-97.15105,810 Front Street,Yoakum,DeWitt County
3536,38751,,Municipal Swimming Pool,Texas Historical Commission,31.45645,-100.43369,18 E. Avenue A,San Angelo,Tom Green County
9577,92234,,Munson Cemetery,State Historical Survey Committee,29.1463,-95.52252,1960 Jimmy Phillips Boulevard,Bailey's Prairie,Brazoria County
3537,167149,,Murchison Masonic Lodge,State Historical Survey Committee,29.45313,-96.94191,,Hallettsville,Lavaca County
8780,136105,,Murdoch McDonald,Texas Historical Commission,31.86696,-95.49566,,Neches,Anderson County
8074,289430,,Murphy Building,Texas Historical Commission,32.75628,-94.34472,114 West Austin Street,Jefferson,Marion County
17828,245282,,Murphy Community,Texas Historical Commission,33.01765,-96.61075,206 N. Murphy Road,Murphy,Collin County
18425,245283,,Murphy Family Cemetery,Texas Historical Commission,33.02006,-96.60496,,Murphy,Collin County
3539,208167,,Murphy Home,State Historical Survey Committee,28.91593,-97.09049,12793 US-87,Nursery,Victoria County
15995,208168,,Murphy Ranch,Texas Historical Commission,28.84559,-97.09725,724 Lower Mission Valley Rd,Victoria,Victoria County
17317,245281,,Murphy School,Texas Historical Commission,33.01676,-96.61354,205 North Murphy Road,Murphy,Collin County
3540,93562,,Murray Methodist Church,Texas Historical Commission,33.05638,-98.89638,,Woodson,Young County
8784,289577,,Muse Cemetery,Texas Historical Commission,31.62593,-95.33378,275 County Rd 1219,Slocum,Anderson County
18056,127256,,Mushaway Peak,Texas Historical Commission,32.77294,-101.38904,,Gail,Borden County
6793,172563,,Music Room,Texas Historical Commission,32.6487,-96.90532,100 James Collins Boulevard,Duncanville,Dallas County
15857,182892,,Mustang Island,Texas Historical Commission,27.83565,-97.06099,400 North Alister Street,Port Aransas,Nueces County
3543,290384,,Mustang Spring,The State of Texas,32.13911,-101.93701,2656 FM1212,Stanton,Midland County
12976,62835,,Myers-Spalti Manufacturing Plant,Texas Historical Commission,29.7602,-95.34692,,Houston,Harris County
17358,163398,,Myra Lillian Davis Hemmings,Texas Historical Commission,29.42368,-98.47015,328 North Pine Street,San Antonio,Bexar County
7132,164754,,Myrtle Cemetery,Texas Historical Commission,32.32386,-96.63953,,Ennis,Ellis County
15919,245920,,N. A. Banks Elementary School,Texas Historical Commission,31.75201,-95.63867,815 W Dye St,Palestine,Anderson County
7873,128600,,N. H. Davis Cottage,State Historical Survey Committee,30.38937,-95.69644,308 Liberty Street,Montgomery,Montgomery County
7149,151256,,N. P. Sims Library and Lyceum,Texas Historical Commission,32.38823,-96.85228,515 W Main St,Waxahachie,Ellis County
16547,201964,,N.O. Reynolds,Texas Historical Commission,29.93487,-99.03726,,Center Point,Kerr County
9300,170915,,Nacogdoches University,the State of Texas,31.6069,-94.65151,515 North Mound Street,Nacogdoches,Nacogdoches County
22582,211290,,Nacogdoches Veterans of the War of 1812,Texas Historical Commission,31.60249,-94.65482,216 East Pilar Street,Nacogdoches,Nacogdoches County
3553,192880,,Nada,Texas Historical Commission,29.40646,-96.38263,1258 Old Nada Road,Nada,Colorado County
3554,192876,,Nada Post Office,Texas Historical Commission,29.40532,-96.38633,,Nada,Colorado County
11597,127524,,Nahor Biggs Yard,Texas Historical Commission,29.29323,-94.81115,4002 Avenue K,Galveston,Galveston County
3546,217924,,Naler Cemetery,Texas Historical Commission,31.30859,-97.36477,472 Avenue G,Moody,McLennan County
12631,232627,,Nan Travis Memorial Hospital,Texas Historical Commission,31.96045,-95.27008,501 South Ragsdale Street,Jacksonville,Cherokee County
6795,154978,,Nance Farm,Texas Historical Commission,32.61335,-96.86135,1325 Greenbrook Drive,DeSoto,Dallas County
7853,221510,,Naples,State Historical Survey Committee,33.20325,-94.68093,,Naples,Morris County
12235,221416,,Naples Cemetery,Texas Historical Commission,33.20717,-94.68116,,Naples,Morris County
3549,245728,,Narrow Gauge Railway,State Historical Survey Committee,32.7568,-97.07265,2201 E Road to Six Flags St,Arlington,Tarrant County
13164,27639,,Naruna Baptist Church,Texas Historical Commission,30.98985,-98.31689,,Burnet,Burnet County
15408,27640,,Naruna Cemetery,Texas Historical Commission,30.98947,-98.31709,,Burnet,Burnet County
22572,289425,,NAS Chase Field,Texas Historical Commission,28.40158,-97.74885,105 W Corpus Christi St,Beeville,Bee County
17960,147393,,Nash Farm,Texas Historical Commission,32.93422,-97.08567,626 Ball Street,Grapevine,Tarrant County
7133,212813,,Nash Public School,Texas Historical Commission,32.26607,-96.81236,1704 Nash-Howard Road,Nash,Ellis County
3550,84602,,Nassau Plantation,State Historical Survey Committee,30.07006,-96.65217,,Round Top,Fayette County
3551,212064,,Nathaniel Addison,State of Texas,31.97607,-96.84653,,Irene,Hill County
9566,173082,,Nathaniel C. Hazen,State of Texas,29.13993,-95.64752,,West Columbia,Brazoria County
18906,187094,,Nathaniel L. Corbet,Texas Historical Commission,33.37394,-95.6898,200 West Dallas Avenue,Cooper,Delta County
12331,131923,,Nativity of the Blessed Virgin Mary Catholic Cemetery,Texas Historical Commission,29.00692,-97.9363,,Cestohowa,Karnes County
12347,121602,,Nativity of the Blessed Virgin Mary Catholic Church,Texas Historical Commission,29.0107,-97.93403,300 FM 3191,Cestohowa,Karnes County
3552,156444,,Natural Bridge Caverns,State Historical Survey Committee,29.69254,-98.34273,,New Braunfels,Comal County
4671,95932,,Natural Landmark Shelving Rock,State Historical Survey Committee,31.80628,-100.6785,,Robert Lee,Coke County
16478,206937,,Naval Air Station Corpus Christi,Texas Historical Commission,27.66311,-97.28741,654 Graham Rd,Corpus Christi,Nueces County
7235,152966,,Navarro County,the State of Texas,32.12492,-96.4658,,Corsicana,Navarro County
7236,62139,,Navarro County Courthouse,Texas Historical Commission,32.09521,-96.4685,300 West 3rd Avenue,Corsicana,Navarro County
13910,62268,,Navarro Rifles,Texas Historical Commission,32.07713,-96.49693,3100 West Collin Avenue,Corsicana,Navarro County
3556,288582,,Navarro School,Texas Historical Commission,29.65572,-97.96724,6350 North State Highway 123,Geronimo,Guadalupe County
13568,206445,,Navidad Baptist Cemetery,Texas Historical Commission,29.64126,-96.88733,2240 Vacek Loop,Schulenburg,Fayette County
3558,166519,,Navigation of the Colorado River,State Historical Survey Committee,29.58929,-96.37891,,Eagle Lake,Colorado County
3559,164605,,Neale House,State Historical Survey Committee,25.89397,-97.49516,230 Neale Drive,Brownsville,Cameron County
9925,30446,,Near Campsites of Louis-Michel Aury and Francisco Xavier Mina,State Historical Survey Committee,29.31092,-94.78443,,Galveston,Galveston County
3893,220633,,Near Crossing of Old Ox-Cart Roads,State Historical Survey Committee,28.36854,-98.14445,3458 US-281,George West,Live Oak County
10778,156620,,Near Home Site of John Peter Sjolander,State Historical Survey Committee,29.80166,-94.93589,,Baytown,Harris County
4633,118112,,Near Homesite of Erasmo Seguin,Texas Historical Commission,29.42246,-98.49398,101 West Nueva Street,San Antonio,Bexar County
7552,125652,,Near Homesite of Judge Andrew S. Broaddus,State Historical Survey Committee,30.59611,-96.61052,6945 TX-21,Caldwell,Burleson County
10862,138679,,"Near Offices of ""Rains County Leader""",State Historical Survey Committee.,32.87472,-95.76546,239 North Texas Street,Emory,Rains County
3561,150968,,Near River Crossing Used by New Braunfels' First Settlers,State Historical Survey Committee,29.69756,-98.10576,555 Porter St.,New Braunfels,Comal County
3545,126209,,Near Route of Old Military Road,State Historical Survey Committee,30.41784,-99.67199,465 Old Segovia Road,Segovia,Kimble County
3562,73701,,Near Route of the Coronado Expedition,Texas Historical Commission,34.38427,-103.04018,,Farwell,Parmer County
5766,187155,,Near Route of The Western Trail,State Historical Survey Committee,33.61142,-99.25399,,Seymour,Baylor County
6042,19358,,Near Routes of Alonso de Leon Expeditions,Texas Historical Commission,26.06193,-97.78407,,Santa Maria,Cameron County
280,86335,,Near site of Baker Ranch School,State Historical Survey Committee,32.02107,-102.42896,,Gardendale,Ector County
7653,206592,,Near Site of Coushatta Indian Village,State Historical Survey Committee,30.49248,-94.9625,1712 FM 223,Shepherd,San Jacinto County
9560,43057,,Near Site of First Capitol of the Republic of Texas,Texas Historical Commission,29.14456,-95.64222,512 E Brazos Ave,West Columbia,Brazoria County
3565,94935,,Near Site of Indian Battle,State Historical Survey Committee,32.32109,-100.05408,,Merkel,Taylor County
10607,247381,,Near Site of Isaac Batterson Home,State Historical Survey Committee,29.73231,-95.24151,2000 Clinton Dr,Galena Park,Harris County
13487,206868,,Near Site of Lodi Ferry,Texas Historical Commission,29.1393,-98.17557,601 Goliad Rd,Floresville,Wilson County
3566,161656,,Near Site of Nuestra Senora de la Candelaria Mission,State Historical Survey Committee,29.54014,-100.01086,,Montell,Uvalde County
5248,175395,,Near Site of Organization of Texas Bankers Association,State Historical Survey Committee,31.06577,-98.17776,501 Fourth Street,Lampasas,Lampasas County
3567,36447,,"Near Site, Southern Pacific Ceremony of Silver Spike",Texas Historical Commission,29.76576,-101.38636,,Comstock,Val Verde County
18791,153255,,Neblett Hospital and Clinic,Texas Historical Commission,34.97789,-101.92762,508 16th Street,Canyon,Randall County
11950,267034,,Ned A. & Linda S. Eppes House,Texas Historical Commission,29.72492,-95.39731,5322 Institute,Houston,Harris County
9053,202453,,Needville Methodist Church,Texas Historical Commission,29.40101,-95.84181,8602 Church Street,Needville,Fort Bend County
9054,156207,,Needville Methodist Church Cemetery,Texas Historical Commission,29.40146,-95.81281,,Needville,Fort Bend County
13782,152793,,Needwood Cemetery,Texas Historical Commission,35.02328,-100.06255,,Aberdeen,Collingsworth County
16262,87587,,Negro Fine Arts School,Texas Historical Commission,30.63315,-97.67323,410 E University Ave,Georgetown,Williamson County
3568,268546,,Neil McLennan,State of Texas,31.53386,-97.10504,2124 S. 5th St,Waco,McLennan County
6797,157623,,Neiman-Marcus,Texas Historical Commission,32.78082,-96.79704,1618 Main Street,Dallas,Dallas County
3570,78788,,Neinda Baptist Church,Texas Historical Commission,32.79941,-100.0937,,Hamlin,Jones County
13955,78789,,Neinda Community,Texas Historical Commission,32.79907,-100.08262,,Hamlin,Jones County
17832,138160,,Nellie Gray Robertson,Texas Historical Commission,32.44252,-97.787,100 West Pearl Street,Granbury,Hood County
3571,224227,,Nellie Leo Schunior School,Texas Historical Commission,26.24876,-98.48152,200 W. Expy 83,La Joya,Hidalgo County
3572,269929,,Nelson Cemetery,Texas Historical Commission,32.94873,-97.55639,1351 Nelson Road,Azle,Parker County
6189,194798,,Nelson Hotel,Texas Historical Commission,33.32383,-96.78621,222 West Walnut Street,Celina,Collin County
9308,4778,,Nelson-Crier House,Texas Historical Commission,30.50955,-97.67537,405 E Main Ave,Round Rock,Williamson County
17582,185660,,Nevada,Texas Historical Commission,33.03788,-96.37349,,Nevada,Collin County
