ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
120740,10310,Katherine Anne Porter,"(May 15, 1890 - September 18, 1980)",,https://www.hmdb.org/m.asp?m=120740,1990,,Texas Historical Commission,29.98932,-97.8801,508 W Center St,Kyle,,Hays County,Texas,"It is at the intersection of West Center Street (Ranch to Market Road 150) and North Groos Street, on the left when traveling east on West Center Street. ",,,7/24/2018,7/24/2018
70967,10311,Post San Marcos,,,https://www.hmdb.org/m.asp?m=70967,1973,,State Historical Survey Committee,29.89294,-97.93067,951 Aquarena Springs Drive,San Marcos,,Hays County,Texas,"It can be reached from Aquarena Springs Drive south of West Laurel Street, on the right when traveling south. ",,,12/30/2013,5/11/2023
205092,10313,Dr. Joseph M. Pound,(1827-1914),,https://www.hmdb.org/m.asp?m=205092,1965,,State Historical Survey Committee,30.19949,-98.08142,,Dripping Springs,,Hays County,Texas,"It is on Founders Park Road 0.2 miles north of Rob Shelton Blvd, on the right when traveling north. ",,,8/31/2022,8/31/2022
223198,10316,Ragsdale-Jackman-Yarbrough House,,,https://www.hmdb.org/m.asp?m=223198,1972,,State Historical Survey Committee,29.87921,-97.94651,621 W. San Antonio Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of West San Antonio Street and Jackman Street, on the left when traveling west on West San Antonio Street. ",,,5/12/2023,5/5/2024
208301,10318,San Marcos-Blanco Cemetery,,,https://www.hmdb.org/m.asp?m=208301,1997,,Texas Historical Commission,29.91699,-97.90985,2300 Post Road,San Marcos,,Hays County,Texas,"It is on Post Road (County Highway 140) ½ mile north of Paintbrush Street, on the right when traveling east. ",,,10/19/2022,10/19/2022
76023,10319,Site of the First Town of San Marcos,,,https://www.hmdb.org/m.asp?m=76023,1936,,State of Texas,29.85544,-97.8984,,San Marcos,,Hays County,Texas,"It is on North Old Bastrop Highway (County Route 266) 1.2 miles south of San Marcos Highway (Texas Highway 80), on the right when traveling south. ",,,8/6/2014,10/7/2020
183752,10320,San Marcos Cemetery,,,https://www.hmdb.org/m.asp?m=183752,1993,,Texas Historical Commission,29.88728,-97.95569,1001 Ranch Road 12,San Marcos,,Hays County,Texas,"It can be reached from the intersection of Memorial Drive and Morning Star, on the right when traveling west. ",,,10/14/2021,10/14/2021
183759,10321,Cemetery Chapel,,,https://www.hmdb.org/m.asp?m=183759,1973,,Texas Historical Commission,29.88686,-97.95759,1001 Ranch Road 12,San Marcos,,Hays County,Texas,"It is at the intersection of Chapel Way and Evening Star, on the right when traveling west on Chapel Way. ",,,10/14/2021,10/15/2021
157431,10323,San Marcos Mill Tract,,,https://www.hmdb.org/m.asp?m=157431,1986,,Texas Historical Commission,29.89007,-97.93491,,San Marcos,,Hays County,Texas,It can be reached from the intersection of East Sessom Drive and Ed J.L. Green Drive. ,,,10/7/2020,3/23/2022
68778,10325,San Marcos Springs,,,https://www.hmdb.org/m.asp?m=68778,1971,,State Historical Survey Committee,29.89395,-97.92899,951 Aquarena Springs Drive,San Marcos,,Hays County,Texas,"It is at the intersection of Spring Lake and West Laurel Street, on the right when traveling west on Spring Lake. ",,,9/23/2013,11/22/2020
223199,10326,Sanders-Grosgebauer House,,,https://www.hmdb.org/m.asp?m=223199,1992,,Texas Historical Commission,29.87711,-97.94887,827 W. San Antonio Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of West San Antonio Street and Armstead Street, on the right when traveling west on West San Antonio Street. ",,,5/12/2023,5/5/2024
208296,10328,Sink Springs,,,https://www.hmdb.org/m.asp?m=208296,1991,,Texas Historical Commission,29.90093,-97.92037,145 Spring Road,San Marcos,,Hays County,Texas,"It is at the intersection of Spring Road and Gordon Street, on the left when traveling north on Spring Road. ",,,10/19/2022,10/19/2022
223201,10330,George Henry Talmadge Home,,,https://www.hmdb.org/m.asp?m=223201,1978,,Texas Historical Commission,29.88004,-97.95098,802 Belvin St,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of Belvin Street and North Endicott Street, on the left when traveling west on Belvin Street. ",,,5/14/2023,5/5/2024
149931,10331,Thompson's Islands,,,https://www.hmdb.org/m.asp?m=149931,1993,,Texas Historical Commission,29.86961,-97.92874,,San Marcos,,Hays County,Texas,"It is on Cape Street (County Road 299) west of River Road, on the left when traveling west. ",,,5/13/2020,5/13/2020
208295,10332,Thompson's Island Homeplace,,,https://www.hmdb.org/m.asp?m=208295,1979,,Texas Historical Commission,29.87106,-97.92782,600 Conway Drive,San Marcos,,Hays County,Texas,"It is at the intersection of Conway Drive and River Road, on the left when traveling west on Conway Drive. ",,,10/19/2022,10/19/2022
149884,10335,Wesley Chapel A. M. E. Church,,,https://www.hmdb.org/m.asp?m=149884,1992,x,,29.87922,-97.94232,224 S Fredericksburg St,San Marcos,,Hays County,Texas,"It is at the intersection of South Fredericksburg Street and Centre Street, on the right when traveling south on South Fredericksburg Street. ",,,5/12/2020,7/16/2020
155405,10336,The Century-Old Wimberley Cemetery,,,https://www.hmdb.org/m.asp?m=155405,1979,,Texas Historical Commission,29.998,-98.09093,,Wimberley,,Hays County,Texas,"It is at the intersection of Old Kyle Road and Blue Hole Road, on the right when traveling west on Old Kyle Road. ",,,8/29/2020,8/29/2020
194035,10337,Wimberley Mills,,,https://www.hmdb.org/m.asp?m=194035,1974,,Texas Historical Commission,29.99739,-98.09878,101 River Road,Wimberley,,Hays County,Texas,"It is at the intersection of State Highway 12 and River Road, on the left when traveling west on State Highway 12. ",,,3/22/2022,3/22/2022
53525,10338,Wonder Cave,,,https://www.hmdb.org/m.asp?m=53525,1972,,State Historical Survey Committee,29.87747,-97.95689,1000 Prospect Street,San Marcos,,Hays County,Texas,"It can be reached from the intersection of Prospect Street and Allen Street, on the right when traveling north. ",,,3/15/2012,3/15/2012
149509,10340,Old D. A. Young Building,,,https://www.hmdb.org/m.asp?m=149509,1968,,State Historical Survey Committee,29.98804,-97.8776,108 S Burleson St,Kyle,,Hays County,Texas,"It is at the intersection of Miller Street and South Burleson Street, on the right when traveling west on Miller Street. ",,,5/8/2020,5/8/2020
31717,10343,Dulcinea Ann Holland Thompson Avriett,(1834-1920),,https://www.hmdb.org/m.asp?m=31717,1990,,Texas Historical Commission,32.19993,-95.8561,312 South Prairieville Street,Athens,,Henderson County,Texas,It can be reached from South Prairieville Street. ,,,7/16/2010,8/30/2020
247187,10344,Site of Blackshear/Fisher School,,,https://www.hmdb.org/m.asp?m=247187,1994,,Texas Historical Commission,32.21451,-95.85306,914 N. Needmore St.,Athens,,Henderson County,Texas,"It is on North Needmore Street near Edmonson Ave, on the right when traveling north. ",,,5/24/2024,5/24/2024
31633,10345,Brownsboro Norwegian Lutheran Cemetery,,,https://www.hmdb.org/m.asp?m=31633,1976,,Texas Historical Commission,32.30246,-95.61331,,Brownsboro,,Henderson County,Texas,"It is at the intersection of State Highway 31 and Stuart Street, on the left when traveling west on State Highway 31. ",,,6/12/2010,5/26/2025
91604,10349,Cherokee Exodus from Texas,,,https://www.hmdb.org/m.asp?m=91604,1969,,State Historical Survey Committee,32.31054,-95.46907,811 State Hwy 31,Chandler,,Henderson County,Texas,"It is on State Highway 31, on the right when traveling west. <font color=red> Reported missing.</font>",Confirmed Missing,,12/16/2015,8/5/2025
186718,10350,Courts Under the Oaks,,,https://www.hmdb.org/m.asp?m=186718,1982,,Texas Historical Commission,32.20505,-95.85446,100 East Tyler Street,Athens,,Henderson County,Texas,"It is on East Tyler Street (State Highway 31), on the right when traveling east. ",,,11/25/2021,11/25/2021
285769,10351,Rupert Talmage Craig,,,https://www.hmdb.org/m.asp?m=285769,1995,,Texas Historical Commission,32.19755,-95.85744,400 S. Prairieville St,Athens,,Henderson County,Texas,It is on S Prairieville St west of Lakeside Drive. ,,,10/7/2025,10/7/2025
187050,10352,Faulk-Gauntt Building,,,https://www.hmdb.org/m.asp?m=187050,1981,,Texas Historical Commission,32.20603,-95.85519,217 North Prairieville Street,Athens,,Henderson County,Texas,"It is on North Prairieville Street, on the right when traveling south. ",,,11/29/2021,11/29/2021
269064,10354,Fincastle Cemetery and Church,,,https://www.hmdb.org/m.asp?m=269064,1985,,Texas Historical Commission,32.12854,-95.56694,,Poynor,,Henderson County,Texas,"It is on County Road 4230 east of Farm to Market Road 315, on the right when traveling east. ",,,3/30/2025,3/30/2025
61228,10356,First Baptist Church,On Walker Street,,https://www.hmdb.org/m.asp?m=61228,1985,,Texas Historical Commission,32.17118,-96.02379,,Malakoff,,Henderson County,Texas,"It is on North Walker Street near West Allen Street, on the left. ",,,11/22/2012,11/22/2012
186712,10357,Machinery From First Factory in Athens,,,https://www.hmdb.org/m.asp?m=186712,1968,,State Historical Survey Committee,32.19157,-95.85223,,Athens,,Henderson County,Texas,"It is on South Palestine Street (State Highway 19) 0.2 miles East Cayuga Drive (Farm to Market Road 59), on the right when traveling north. ",,,11/25/2021,1/21/2022
61226,10358,First United Methodist Church,of Malakoff,,https://www.hmdb.org/m.asp?m=61226,1983,,Texas Historical Commission,32.17029,-96.01018,107 South College Street,Malakoff,,Henderson County,Texas,"It is on South College Street near East Mitcham Street, on the left when traveling south. ",,,11/21/2012,11/21/2012
247186,10359,Richard Columbus Fisher,"(May 20, 1888 - Sept. 4, 1932)",,https://www.hmdb.org/m.asp?m=247186,1984,,Texas Historical Commission,32.21485,-95.85192,493 Edmonson Ave,Athens,,Henderson County,Texas,It is at the intersection of Edmonson Ave and North Needmore Street on Edmonson Ave. ,,,5/24/2024,5/24/2024
269213,10361,"The Rev. Thomas Hunt Hall, M.D.","(November 29, 1839 - September 5, 1914)",,https://www.hmdb.org/m.asp?m=269213,1992,,Texas Historical Commission,32.16541,-95.66756,,New York,,Henderson County,Texas,"It is at the intersection of Farm to Market Road 607 and County Road 4334, on the right when traveling north on Highway 607. ",,,4/1/2025,4/1/2025
26382,10362,Henderson County C.S.A.,Home Town of Texas Confederate,,https://www.hmdb.org/m.asp?m=26382,1964,,the State of Texas,32.18715,-95.85135,,Athens,,Henderson County,Texas,"It is at the intersection of South Palestine Street (State Highway 19) and Carey Circle, on the right when traveling south on South Palestine Street. ",,,1/13/2010,11/25/2021
186666,10363,Henderson County,,,https://www.hmdb.org/m.asp?m=186666,1936,,the State of Texas,32.19131,-95.85216,,Athens,,Henderson County,Texas,"It is on South Palestine Street (State Highway 19) 0.2 miles East Cayuga Drive (Farm to Market Road 59), on the right when traveling north. ",,,11/25/2021,11/25/2021
31726,10365,Joseph Thomas La Rue,"(Nov. 18, 1864-Feb. 13, 1930)",,https://www.hmdb.org/m.asp?m=31726,1970,,State Historical Survey Committee,32.19995,-95.85757,312 S. Prairieville Street,Athens,,Henderson County,Texas,It can be reached from South Prairieville Street. ,,,7/16/2010,11/25/2020
31728,10365,Stella E. Parsons La Rue,"(Feb. 16, 1874-Dec. 7, 1949)",,https://www.hmdb.org/m.asp?m=31728,1970,,State Historical Survey Committee,32.1998,-95.8576,312 S. Prairieville Street,Athens,,Henderson County,Texas,It is on South Prairieville Street. ,,,7/16/2010,11/25/2020
30027,10366,The Malakoff Man,,,https://www.hmdb.org/m.asp?m=30027,1967,,State Historical Survey Committee,32.1474,-96.09432,,Trinidad,,Henderson County,Texas,"It is on State Highway 31 west of Farm to Market Road 274, on the right when traveling east. ",,,5/1/2010,11/25/2020
31634,10368,Site of Old Normandy,(One-Half Mile Southeast),,https://www.hmdb.org/m.asp?m=31634,1970,,State Historical Survey Committee,32.30246,-95.61332,,Brownsboro,,Henderson County,Texas,"It is at the intersection of State Highway 31 and Stuart Street, on the left when traveling west on State Highway 31. ",,,6/12/2010,11/25/2020
155485,10369,Owen Cemetery,,,https://www.hmdb.org/m.asp?m=155485,1985,,Texas Historical Commission,32.123,-95.83585,Pace Ranch Road,Athens,,Henderson County,Texas,"It is on Pace Ranch Road ½ mile south of County Highway 4622, on the left when traveling south. ",,,8/31/2020,8/31/2020
128109,10371,Pilgrim’s Rest Primitive Baptist Church,Near this spot was located the pioneer,,https://www.hmdb.org/m.asp?m=128109,1972,,State Historical Survey Committee,32.17314,-95.76653,,Athens,,Henderson County,Texas,It is on State Highway 31. ,,,1/2/2019,11/25/2020
186709,10373,Henderson County Pottery Industry,,,https://www.hmdb.org/m.asp?m=186709,1973,,Texas Historical Commission,32.1915,-95.85223,,Athens,,Henderson County,Texas,"It is on South Palestine Street (State Highway 19) 0.2 miles north of East Cayuga Drive (Farm to Market Road 59), on the right when traveling north. ",,,11/25/2021,11/25/2021
269214,10375,Davis Reynolds,,,https://www.hmdb.org/m.asp?m=269214,1982,,Texas Historical Commission,32.16827,-95.66872,5965 Farm to Market 607 N,New York,,Henderson County,Texas,"It is on Farm to Market Road 607 south of Farm to Market Road 804, on the right when traveling north. ",,,4/1/2025,4/1/2025
37035,10376,William Richardson,"(Dec. 6, 1805 - May 30, 1864)",,https://www.hmdb.org/m.asp?m=37035,1984,,Texas Historical Commission,32.26471,-95.93485,,Athens,,Henderson County,Texas,"It is at the intersection of State Highway 175 and Richardson Road, on the right when traveling west on State Highway 175. ",,,10/25/2010,9/6/2025
30029,10379,The Trinity River,,,https://www.hmdb.org/m.asp?m=30029,1977,,Texas Historical Commission,32.1474,-96.09432,,Trinidad,,Henderson County,Texas,"It is on State Highway 31 west of Farm to Market Road 764 (State Highway 274), on the right when traveling east. ",,,5/1/2010,10/22/2020
202005,10380,Yarborough House,,,https://www.hmdb.org/m.asp?m=202005,1966,,State Historical Survey Committee,32.30759,-95.47585,426 Old Tyler Road,Chandler,,Henderson County,Texas,It is on Old Tyler Road when traveling east. ,,,7/14/2022,7/14/2022
128581,10381,Village of the Alabama and Coushatti Indians,,,https://www.hmdb.org/m.asp?m=128581,1936,,the State of Texas,30.71953,-94.67019,,Livingston,,Polk County,Texas,"It is at the intersection of U.S. 190 and State Park Road 56, on the right when traveling east on U.S. 190. ",,,1/15/2019,8/28/2024
255297,10382,Site of Old Andress Inn,,,https://www.hmdb.org/m.asp?m=255297,2020,x,,30.71013,-94.93324,101 W Mill St,Livingston,,Polk County,Texas,"It can be reached from West Mill Street west of North Washington Avenue (Business U.S. 59), on the right when traveling east. ",,,8/27/2024,8/27/2024
215090,10385,Bethel Baptist Church,,,https://www.hmdb.org/m.asp?m=215090,1966,,State Historical Survey Committee,30.8391,-94.98734,8815 FM350N,Livingston,,Polk County,Texas,"It is at the intersection of Farm to Market Road 350 and Sugar Hill Road, on the right when traveling south on Highway 350. ",,,1/30/2023,1/30/2023
128580,10388,Confederate Service of Alabama and Coushatta Indians,,,https://www.hmdb.org/m.asp?m=128580,1994,,Texas Historical Commission,30.71512,-94.67369,1072 Colabe Road,Livingston,,Polk County,Texas,"It is at the intersection of State Park Road 56 and Colabe Road, on the right when traveling south on State Park Road 56. ",,,1/14/2019,8/28/2024
35440,10389,Town of Corrigan,,,https://www.hmdb.org/m.asp?m=35440,1970,,State Historical Survey Committee,30.99926,-94.82704,,Corrigan,,Polk County,Texas,"It is at the intersection of North Home Street (U.S. 59) and Ben Franklin Street, on the right when traveling south on North Home Street. ",,,9/13/2010,9/13/2010
