ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
158886,15083,Santiago del Valle Grant,,,https://www.hmdb.org/m.asp?m=158886,1984,,Texas Historical Commission,30.18331,-97.72493,,Austin,Bluff Springs,Travis County,Texas,"It can be reached from McKinney Falls Parkway south of Burleson Road, on the right when traveling west. ",,,10/29/2020,2/1/2023
26576,15084,State Cemetery of Texas,,,https://www.hmdb.org/m.asp?m=26576,1968,,State Historical Survey Committee,30.26713,-97.72664,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It is at the intersection of Navasota Street and East 10th Street, on the right when traveling north on Navasota Street. ",,,1/22/2010,2/1/2023
168105,15086,Greater Riverside Cemetery,,,https://www.hmdb.org/m.asp?m=168105,2007,,Texas Historical Commission,30.86292,-96.59982,,Hearne,,Robertson County,Texas,It can be reached from Old Mumford Road (County Highway 50) ½ mile south of Hackberry Street. ,,,3/7/2021,3/8/2021
192862,15088,Methodism in Eagle Lake,,,https://www.hmdb.org/m.asp?m=192862,2008,,Texas Historical Commission,29.59337,-96.33182,200 West Praire Avenue,Eagle Lake,,Colorado County,Texas,"It is at the intersection of West Praire Avenue and North Walnut Avenue, on the right when traveling west on West Praire Avenue. ",,,3/2/2022,3/2/2022
104685,15089,Bob's Oil Well,,,https://www.hmdb.org/m.asp?m=104685,2005,,Texas Historical Commission,34.01204,-100.82819,,Matador,,Motley County,Texas,"It is at the intersection of Bailey Avenue and Pipken Street, on the right when traveling east on Bailey Avenue. ",,,6/24/2017,4/10/2024
247353,15090,Schlobohm &#1057;&#1077;metery,,,https://www.hmdb.org/m.asp?m=247353,2007,,Texas Historical Commission,29.91641,-95.32809,13520 John F Kennedy Blvd,Houston,Fairgreen,Harris County,Texas,It can be reached from John F Kennedy Boulevard north of Lauder Road. ,,,5/27/2024,5/27/2024
93566,15093,Bush Knob Massacre,,,https://www.hmdb.org/m.asp?m=93566,2008,,Texas Historical Commission,33.0965,-99.143,,Throckmorton,,Throckmorton County,Texas,"It is at the intersection of Farm to Market Road 923 and Hay Rake Mountain Road (County Road 324), on the right when traveling south on Road 923. ",,,4/3/2016,12/3/2024
55310,15094,U.S. Army Signal Corps Building,,,https://www.hmdb.org/m.asp?m=55310,2008,,Texas Historical Commission,29.3049,-100.42447,202 McClain Road,Brackettville,,Kinney County,Texas,"It is at the intersection of McClain Road and Grant Avenue, on the right when traveling south on McClain Road. ",,,5/16/2012,10/18/2023
235847,15097,Zydeco Music in Frenchtown,,,https://www.hmdb.org/m.asp?m=235847,2007,,Texas Historical Commission,29.79366,-95.33904,,Houston,Northside,Harris County,Texas,"It is at the intersection of Collingswood Street and Easter Freeway Road, on the left when traveling west on Collingswood Street. ",,,11/9/2023,11/9/2023
25965,15101,Governor Andrew Jackson Hamilton,The First Republican Governor of Texas,,https://www.hmdb.org/m.asp?m=25965,1978,,Texas Historical Commission,30.27258,-97.74103,,Austin,Downtown Austin,Travis County,Texas,"It can be reached from the intersection of East 11th Street and Congress Avenue, on the right when traveling west. ",,,1/3/2010,2/1/2023
211732,15106,Thomas Henry Mathis Ranch,,,https://www.hmdb.org/m.asp?m=211732,1988,,Texas Historical Commission,28.11342,-97.83937,,Mathis,,San Patricio County,Texas,It is on County Highway 15. ,,,12/9/2022,12/9/2022
25747,15108,All Saints’ Episcopal Church,,,https://www.hmdb.org/m.asp?m=25747,1975,,Texas Historical Commission,30.29178,-97.73991,,Austin,University of Texas at Austin,Travis County,Texas,"It is on West 27th Street west of University Avenue, on the left when traveling west. ",,,12/27/2009,2/1/2023
235592,15109,Gilmer-Cage-Cohn House,,,https://www.hmdb.org/m.asp?m=235592,2008,,Texas Historical Commission,29.74053,-95.38537,200 Westmoreland Street,Houston,Montrose,Harris County,Texas,"It is at the intersection of Westmoreland Street and Garrott Street, on the left when traveling west on Westmoreland Street. ",,,11/5/2023,11/5/2023
25691,15110,Las Ventanas,,,https://www.hmdb.org/m.asp?m=25691,1967,,State Historical Survey Committee,30.27354,-97.75765,602 Harthan Street,Austin,Clarksville,Travis County,Texas,"It is on Harthan Street north of West 6th Street, on the left when traveling north. ",,,12/27/2009,2/1/2023
25693,15113,Gen. George W. Terrell,,,https://www.hmdb.org/m.asp?m=25693,1936,,State of Texas,30.27643,-97.72821,1601 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 16th Street, on the right when traveling north. ",,,12/27/2009,2/1/2023
25777,15114,Bloor House,,,https://www.hmdb.org/m.asp?m=25777,1982,,Texas Historical Commission,30.34657,-97.55673,10 Lexington Street,Manor,,Travis County,Texas,"It is on Lexington Street south of East Lane Avenue, on the right when traveling south. ",,,12/29/2009,2/1/2023
25250,15115,Union Hall Independent Missionary Baptist Church of Christ,,,https://www.hmdb.org/m.asp?m=25250,1986,,Texas Historical Commission,30.64536,-97.86398,301 County Road 259,Liberty Hill,,Williamson County,Texas,,,,12/11/2009,11/29/2020
164899,15116,The Fortson Family,,,https://www.hmdb.org/m.asp?m=164899,2005,,Texas Historical Commission,32.24087,-96.49995,300 Austin Street,Rice,,Navarro County,Texas,"It is at the intersection of Austin Street and Marshall Street, on the right when traveling south on Austin Street. ",,,1/19/2021,1/19/2021
117302,15117,Elroy,,,https://www.hmdb.org/m.asp?m=117302,1991,,Texas Historical Commission,30.12396,-97.63857,13512 FM 812,Elroy,Thoroughbred Estates,Travis County,Texas,"It is on Farm to Market Road 812 north of Elroy Road, on the right when traveling west. ",,,5/15/2018,2/1/2023
174457,15119,Holy Cross Catholic Cemetery,,,https://www.hmdb.org/m.asp?m=174457,2001,,Texas Historical Commission,28.9814,-97.4817,,Yorktown,,DeWitt County,Texas,"It is at the intersection of Old 237 (County Highway 455) and County Highway 450, on the right when traveling east on Old 237. ",,,6/1/2021,6/1/2021
163739,15124,Adina Emilia de Zavala,,,https://www.hmdb.org/m.asp?m=163739,2008,,Texas Historical Commission,29.41692,-98.4646,1806 Wyoming St,San Antonio,Nevada Street,Bexar County,Texas,"It can be reached from Wyoming Street just east of South Palmetto Street, on the right when traveling east. ",,,12/31/2020,2/2/2023
168016,15126,William C. Crane,,,https://www.hmdb.org/m.asp?m=168016,1936,,State of Texas,30.26535,-97.72741,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 8th Street, on the right when traveling north. ",,,3/9/2021,2/1/2023
99678,15128,Swedes of Texas,,,https://www.hmdb.org/m.asp?m=99678,1989,,Texas Historical Commission,30.26889,-97.77283,2220 Barton Springs Road,Austin,Barton Hills,Travis County,Texas,"It can be reached from Barton Springs Road 0.2 miles south of MoPac Expressway (Texas Highway 1), on the left when traveling south. ",,,11/17/2016,2/1/2023
171310,15130,Greater Zion Missionary Baptist Church,,,https://www.hmdb.org/m.asp?m=171310,2008,,Texas Historical Commission,29.73652,-95.35265,3202 Trulley Street,Houston,South Side,Harris County,Texas,"It is at the intersection of Trulley Street and Tiesester Street, on the left when traveling west on Trulley Street. ",,,4/18/2021,2/1/2023
90256,15133,Peter Leroy Colombo,"(December 23, 1905 - July 12, 1974)",,https://www.hmdb.org/m.asp?m=90256,2008,,Texas Historical Commission,29.26908,-94.82241,5600 Seawall Blvd,Galveston,,Galveston County,Texas,"It is at the intersection of Seawall Boulevard and 57th Street, on the right when traveling west on Seawall Boulevard. ",,,11/4/2015,12/21/2019
201931,15136,Amos-Godbey House,,,https://www.hmdb.org/m.asp?m=201931,1988,,Texas Historical Commission,30.63106,-97.66722,1408 Olive St,Georgetown,,Williamson County,Texas,It is on Olive Street near 15th Street. ,,,7/11/2022,7/11/2022
177825,15141,Toliver Chapel Baptist Church,,,https://www.hmdb.org/m.asp?m=177825,1995,,Texas Historical Commission,31.57478,-97.11529,1402 Elm Avenue,Waco,,McLennan County,Texas,"It is at the intersection of Elm Avenue and North Price Street, on the left when traveling east on Elm Avenue. ",,,7/23/2021,7/23/2021
168011,15143,John Ireland,,,https://www.hmdb.org/m.asp?m=168011,1936,,State of Texas,30.26536,-97.72714,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 10th Street, on the right when traveling north. ",,,3/9/2021,12/13/2025
78012,15150,Antlers Hotel,,,https://www.hmdb.org/m.asp?m=78012,2002,,Texas Historical Commission,30.66034,-98.43662,1001 King Court,Kingsland,,Llano County,Texas,"It can be reached from the intersection of King Court and Pecan Street, on the right when traveling west. ",,,10/16/2014,9/26/2020
167151,15153,Site of the Alma Male and Female Institute,,,https://www.hmdb.org/m.asp?m=167151,2003,,Texas Historical Commission,29.44502,-96.94092,,Hallettsville,,Lavaca County,Texas,"It is at the intersection of East 3rd Street and South Alma Street, on the right when traveling west on East 3rd Street. ",,,2/20/2021,2/20/2021
163243,15156,Carl T. Morene: A Shorthorn Forever,,,https://www.hmdb.org/m.asp?m=163243,2005,,Texas Historical Commission,29.68474,-96.91908,1111 Eilers Street,Schulenburg,,Fayette County,Texas,It can be reached from the intersection of Eilers Street and Schultz Avenue. ,,,12/25/2020,12/25/2020
247191,15157,United Methodist Church of Athens,,,https://www.hmdb.org/m.asp?m=247191,1986,,Texas Historical Commission,32.19886,-95.84017,225 Lovers Lane,Athens,,Henderson County,Texas,"It is at the intersection of Lovers Lane and East College Street, on the right when traveling north on Lovers Lane. ",,,5/24/2024,5/24/2024
25849,15158,Susanna W. Dickinson,(1814-1883),,https://www.hmdb.org/m.asp?m=25849,1993,,Texas Historical Commission,30.2754,-97.72666,1601 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from East 14th Street west of Comal Street, on the right when traveling west. ",,,1/1/2010,2/1/2023
194691,15159,A. Sherley & Bro. Hardware Store,,,https://www.hmdb.org/m.asp?m=194691,1999,,Texas Historical Commission,33.34918,-96.54843,118 North Sherley Road,Anna,,Collin County,Texas,"It is at the intersection of North Sherley Road and East 4th Street, on the left when traveling south on North Sherley Road. ",,,3/31/2022,3/31/2022
170911,15163,Old Nacogdoches University,,,https://www.hmdb.org/m.asp?m=170911,1966,,State Historical Survey Committee,31.60702,-94.65135,515 North Mound Street,Nacogdoches,,Nacogdoches County,Texas,"It is on North Mound Street, on the left when traveling north. ",,,4/13/2021,1/21/2022
56665,15165,Jourdanton City Cemetery,,,https://www.hmdb.org/m.asp?m=56665,2008,,Texas Historical Commission,28.91195,-98.53254,,Jourdanton,,Atascosa County,Texas,It can be reached from the intersection of Walton Avenue and Fig Street. ,,,7/3/2012,7/3/2012
193510,15168,The Governor Horton Place,,,https://www.hmdb.org/m.asp?m=193510,1972,,Texas Historical Commission,30.18768,-97.76838,6706 Bluff Springs Road,Austin,South Creek,Travis County,Texas,"It can be reached from Bluff Springs Road south of East William Cannon Drive, on the left when traveling south. <font color=red> Reported missing.</font>",Reported Missing,,3/16/2022,2/1/2023
164691,15177,Saint Peter’s Episcopal Church,,,https://www.hmdb.org/m.asp?m=164691,1998,,Texas Historical Commission,33.20099,-96.62077,,McKinney,,Collin County,Texas,"It is at the intersection of North College Street and West Walker Street, on the right when traveling north on North College Street. ",,,1/16/2021,1/16/2021
86698,15180,Texas Petroleum in World War II,,,https://www.hmdb.org/m.asp?m=86698,2009,,Texas Historical Commission,31.97069,-102.08301,1406 West Interstate 20,Midland,,Midland County,Texas,"It is on Interstate 20 0.6 miles west of Rankin Highway, on the right when traveling west. ",,,8/5/2015,8/5/2015
287317,15184,Joseph Alexander Kemp,"(July 31, 1861 - November 16, 1930)",,https://www.hmdb.org/m.asp?m=287317,2008,,Texas Historical Commission,33.91206,-98.50716,1810 5th St,Wichita Falls,,Wichita County,Texas,It is on 5th Street east of Baylor Street. ,,,10/29/2025,10/29/2025
201927,15185,Macedonia Baptist Church,,,https://www.hmdb.org/m.asp?m=201927,1986,,Texas Historical Commission,30.64088,-97.68111,206 Martin Luther King Dr,Georgetown,,Williamson County,Texas,"It is at the intersection of Martin Luther King Drive and W. 3rd Street, on the right when traveling south on Martin Luther King Drive. ",,,7/13/2022,7/13/2022
104882,15186,Crowell Schools,,,https://www.hmdb.org/m.asp?m=104882,2008,,Texas Historical Commission,33.99056,-99.72095,401 East Logan Street,Crowell,,Foard County,Texas,"It is at the intersection of 3rd Street and East Logan Street, on the right when traveling north on 3rd Street. ",,,7/1/2017,7/1/2017
215118,15189,Site of Terrell High School,,,https://www.hmdb.org/m.asp?m=215118,2005,,Texas Historical Commission,33.76492,-96.53938,331 Martin Luther King St,Denison,,Grayson County,Texas,It is at the intersection of Martin Luther King Street and N. Burnett Ave. on Martin Luther King Street. ,,,2/5/2023,2/5/2023
166352,15192,William Vanoy Criswell,,,https://www.hmdb.org/m.asp?m=166352,1936,,State of Texas,30.26529,-97.72745,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It is on Navasota Street north of East 7th Street, on the right when traveling north. ",,,2/6/2021,2/1/2023
168116,15195,The Homesite of Gordon and Margaret Catterall Mills,,,https://www.hmdb.org/m.asp?m=168116,2004,,Texas Historical Commission,30.2948,-97.75569,2524 Harris Boulevard,Austin,Old West Austin,Travis County,Texas,"It is on Harris Boulevard north of Wathen Avenue, on the left when traveling north. ",,,3/8/2021,2/1/2023
25695,15196,Philquist-Wood House,,,https://www.hmdb.org/m.asp?m=25695,2003,,Texas Historical Commission,30.3027,-97.72956,4007 Avenue G,Austin,Hyde Park,Travis County,Texas,"It is on Avenue G north of East 40th Street, on the right when traveling north. ",,,12/27/2009,2/1/2023
149748,15198,Judge Calvin Maples Cureton,"(September 1, 1874 – April 8, 1940)",,https://www.hmdb.org/m.asp?m=149748,1971,,State Historical Survey Committee,30.2791,-97.75343,1300 Windsor Road,Austin,Clarksville,Travis County,Texas,"It is on Windsor Road south of Enfield Road, on the right when traveling south. ",,,5/10/2020,2/1/2023
158121,15199,San Saba County Courthouse,,,https://www.hmdb.org/m.asp?m=158121,2004,,Texas Historical Commission,31.19555,-98.71702,500 E Wallace St,San Saba,,San Saba County,Texas,"It is at the intersection of West Wallace Street (U.S. 190) and South Live Oak Street, on the left when traveling east on West Wallace Street. ",,,10/18/2020,1/3/2024
187130,15200,San Leon Cemetery,,,https://www.hmdb.org/m.asp?m=187130,2001,,Texas Historical Commission,29.49867,-94.93162,122 22nd Street,San Leon,,Galveston County,Texas,"It is at the intersection of East Bay Shore Drive and 22nd Street, on the left when traveling east on East Bay Shore Drive. ",,,11/30/2021,11/30/2021
196994,15200,Walter-Jenschke Sunday House,,,https://www.hmdb.org/m.asp?m=196994,1991,,Texas Historical Commission,30.28191,-98.87524,406 West Travis Street,Fredericksburg,,Gillespie County,Texas,"It is at the intersection of West Travis Street and North Pecan Street, on the right when traveling west on West Travis Street. ",,,5/1/2022,5/1/2022
237022,15204,Rudolph Bergfeld,(1855-1930),,https://www.hmdb.org/m.asp?m=237022,2008,,Texas Historical Commission,32.33296,-95.30082,1501 S Broadway Ave,Tyler,,Smith County,Texas,"It is at the intersection of South Broadway Avenue and E 3rd st, on the right when traveling south on South Broadway Avenue. ",,,12/1/2023,12/1/2023
25555,15206,Wilson Springs Cemetery,,,https://www.hmdb.org/m.asp?m=25555,1988,,Texas Historical Commission,30.59578,-97.46329,,Taylor,,Williamson County,Texas,It is on County Road 369 1 mile west of County Road 366. ,,,12/23/2009,5/25/2021
160322,15208,Pioneer - North Llano Cemetery,,,https://www.hmdb.org/m.asp?m=160322,1998,,Texas Historical Commission,30.49881,-99.77965,,Junction,,Kimble County,Texas,"It is on Reid Road (County Highway 190) 0.1 miles west of U.S. 377, on the left when traveling west. ",,,11/18/2020,11/18/2020
225204,15210,Daniel Perry,,,https://www.hmdb.org/m.asp?m=225204,2008,,Texas Historical Commission,29.51196,-95.47049,,Arcola,,Fort Bend County,Texas,"It is on State Highway 6 1 mile west of Farm to Market Road 521, on the right when traveling east. ",,,6/5/2023,6/5/2023
243020,15214,Asa Townsend,(1795-1876),,https://www.hmdb.org/m.asp?m=243020,1997,,Texas Historical Commission,29.70442,-96.53915,398 Washington St,Columbus,,Colorado County,Texas,"It is at the intersection of Washington Street and Travis Street, on the right when traveling west on Washington Street. ",,,3/14/2024,11/30/2024
170526,15216,Verona Methodist Church,,,https://www.hmdb.org/m.asp?m=170526,1997,,Texas Historical Commission,33.25169,-96.43513,,Princeton,,Collin County,Texas,"It is on Road 1377 north of Road 571, on the right when traveling north. ",,,4/10/2021,4/10/2021
71889,15218,Orient-Santa Fe Passenger Depot,,,https://www.hmdb.org/m.asp?m=71889,2008,,Texas Historical Commission,31.45419,-100.43465,703 South Chadbourne Street,San Angelo,,Tom Green County,Texas,"It is at the intersection of Chadbourne Street and Hardeman Pass, on the right when traveling south on Chadbourne Street. ",,,2/20/2014,4/28/2022
144688,15227,Alta Loma Cemetery,,,https://www.hmdb.org/m.asp?m=144688,2007,,Texas Historical Commission,29.35111,-95.08861,,Santa Fe,,Galveston County,Texas,"It can be reached from Avenue M north of 32nd Street, on the right when traveling north. ",,,1/18/2020,1/18/2020
26543,15230,Southgate-Lewis House,,,https://www.hmdb.org/m.asp?m=26543,1988,,Texas Historical Commission,30.27308,-97.7236,1501 E 12th Street,Austin,Central East Austin,Travis County,Texas,"It is at the intersection of East 12th Street and Comal Street, on the right when traveling east on East 12th Street. ",,,1/22/2010,2/1/2023
42985,15236,"James L. Farmer, Jr.","(Jan. 12, 1920 - Jul. 9, 1999)",,https://www.hmdb.org/m.asp?m=42985,2008,,Texas Historical Commission,30.2724,-97.72278,1604 New York Avenue,Austin,Central East Austin,Travis County,Texas,"It is on New York Avenue west of Leona Street, on the right when traveling west. ",,,6/8/2011,2/1/2023
217500,15240,Jesse Graham,(1804-1887),,https://www.hmdb.org/m.asp?m=217500,2008,,Texas Historical Commission,31.43742,-97.73256,2201 Waco Street,Gatesville,,Coryell County,Texas,It can be reached from the intersection of Waco Street and North 22nd Street. ,,,3/4/2023,3/4/2023
75606,15242,Site of Samuel Huston College,,,https://www.hmdb.org/m.asp?m=75606,1996,,Texas Historical Commission,30.2717,-97.73185,,Austin,Central East Austin,Travis County,Texas,"It is at the intersection of Interstate 35 Frontage Road and East 12th Street, on the right when traveling north on Interstate 35. ",,,7/23/2014,2/1/2023
95918,15243,Bear Creek Community,,,https://www.hmdb.org/m.asp?m=95918,2004,,Texas Historical Commission,32.81763,-97.0017,3925 Jackson St,Irving,Bear Creek,Dallas County,Texas,"It is on Jackson Street east of Gilbert Road, on the left when traveling east. ",,,7/18/2016,2/2/2023
191433,15245,Prosper,,,https://www.hmdb.org/m.asp?m=191433,2003,,Texas Historical Commission,33.23601,-96.80167,102 East Broadway Street,Prosper,,Collin County,Texas,"It is at the intersection of East Broadway Street (Farm to Market Road 1193) and South Coleman Street, on the right when traveling east on East Broadway Street. ",,,2/1/2022,2/1/2022
166224,15249,Z.N. Morrell,(1803-1883),,https://www.hmdb.org/m.asp?m=166224,1986,,Texas Historical Commission,30.2653,-97.72739,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,It can be reached from Comal Street south of East 11th Street. <font color=red> Reported damaged.</font>,Reported Missing,,2/4/2021,2/1/2023
231127,15250,Williams Creek School,,,https://www.hmdb.org/m.asp?m=231127,2002,,Texas Historical Commission,30.19361,-98.60059,5501 Ranch Rd 1623,Albert,,Gillespie County,Texas,"It is on Ranch to Market Road 1623 0.1 miles east of Lower Albert Road, on the left when traveling east. ",,,8/19/2023,8/19/2023
208834,15253,Watson Feed Store,,,https://www.hmdb.org/m.asp?m=208834,2003,,Texas Historical Commission,31.54159,-96.83484,308 East Texas Avenue,Mart,,McLennan County,Texas,"It is at the intersection of East Texas Avenue (State Highway 164) and South Main Street, on the right when traveling east on East Texas Avenue. ",,,10/29/2022,10/29/2022
156024,15255,Tueria Dell Marshall,(1883-1960),,https://www.hmdb.org/m.asp?m=156024,2005,,Texas Historical Commission,32.75728,-96.7509,2900 Hatcher Street,Dallas,South Dallas,Dallas County,Texas,It can be reached from Elsie Faye Heggins Street. ,,,9/13/2020,2/2/2023
45835,15257,U.S. Coast Guard on Mustang Island,,,https://www.hmdb.org/m.asp?m=45835,2008,,Texas Historical Commission,27.84105,-97.06272,,Port Aransas,,Nueces County,Texas,"It is at the intersection of Port Street and West Cotter Street, on the right on Port Street. ",,,12/8/2011,11/8/2025
25790,15258,Buen Retiro,,,https://www.hmdb.org/m.asp?m=25790,1972,,Texas Historical Commission,30.29218,-97.74069,300 W 27th Street,Austin,North University,Travis County,Texas,"It is on West 27th Street just west of Whitis Avenue, on the right when traveling west. ",,,12/30/2009,2/1/2023
270992,15259,Dr. Arvel and Faye Ponton House,,,https://www.hmdb.org/m.asp?m=270992,2008,,Texas Historical Commission,32.73078,-97.35691,1208 Mistletoe Drive,Fort Worth,Mistletoe Heights,Tarrant County,Texas,"It is on Mistletoe Drive north of Clara Street, on the left when traveling north. ",,,4/23/2025,7/22/2025
26694,15263,Tyler Rose,,,https://www.hmdb.org/m.asp?m=26694,1969,,State Historical Survey Committee,30.2757,-97.74067,,Austin,Downtown Austin,Travis County,Texas,It can be reached from the intersection of Congress Avenue and East 11th Street. ,,,1/25/2010,2/1/2023
94383,15264,Centennial School,,,https://www.hmdb.org/m.asp?m=94383,2008,,Texas Historical Commission,31.79869,-99.54396,,Valera,,Coleman County,Texas,"It is on Farm to Market Road 503 0.2 miles south of County Road 422, on the right when traveling south. ",,,5/2/2016,5/2/2016
45832,15267,World War II Coastal Defenses at the Aransas Pass,,,https://www.hmdb.org/m.asp?m=45832,2005,,Texas Historical Commission,27.835,-97.05328,,Port Aransas,,Nueces County,Texas,It is on East Cotter Avenue east of Tarrant Ave. ,,,9/14/2011,7/9/2024
231731,15269,The First Texas City Refinery,,,https://www.hmdb.org/m.asp?m=231731,1996,,Texas Historical Commission,29.37557,-94.90446,1301 Loop 197 S,Texas City,,Galveston County,Texas,"It is at the intersection of Texas City Port Boulevard (Loop State Highway 197) and Dock Road, on the right when traveling north on Texas City Port Boulevard. <font color=red> Reported missing.</font>",Reported Missing,,8/30/2023,8/30/2023
93341,15271,Girl Scout Little House,,,https://www.hmdb.org/m.asp?m=93341,2008,,Texas Historical Commission,35.6665,-101.3944,119 North McGee Street,Borger,,Hutchinson County,Texas,"It is on North McGee Street, on the right when traveling south. ",,,3/27/2016,3/27/2016
26236,15273,Thomas Pliney Plaster,,,https://www.hmdb.org/m.asp?m=26236,1936,,State of Texas,30.26559,-97.7273,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from Navasota Street north of East 7th Street, on the right when traveling north. ",,,1/10/2010,5/4/2025
110344,15274,Lynn County Courthouse,,,https://www.hmdb.org/m.asp?m=110344,2008,,Texas Historical Commission,33.16487,-101.79606,,Tahoka,,Lynn County,Texas,"It is at the intersection of Main Street and South 1st Street, on the right when traveling north on Main Street. ",,,11/20/2017,5/29/2021
210981,15275,Home of Peter Ellis Bean,1783-1846,,https://www.hmdb.org/m.asp?m=210981,1936,,State of Texas,31.59521,-94.58601,5650 County Road 302,Nacogdoches,,Nacogdoches County,Texas,"It is at the intersection of Upper Melrose Road (County Highway 302) and County Highway 305, on the right when traveling east on Upper Melrose Road. ",,,11/22/2022,11/22/2022
188054,15277,F.M. Dougherty,"(February 13, 1826 - December 27, 1895)",,https://www.hmdb.org/m.asp?m=188054,2003,,Texas Historical Commission,33.63068,-97.12533,200 South Rusk,Gainesville,,Cooke County,Texas,It is on South Rusk. ,,,12/13/2021,12/13/2021
211963,15278,U.S. Naval Auxiliary Air Station - Kingsville,,,https://www.hmdb.org/m.asp?m=211963,2008,,Texas Historical Commission,27.49146,-97.83196,1356 E General Cavazos Blvd,Kingsville,,Kleberg County,Texas,"It is on East General Cavazos Boulevard (County Road 1356) just west of East Carlos Truan Boulevard (County Road 425), on the right when traveling east. ",,,12/9/2022,2/14/2023
210384,15279,Major Robert McNutt,,,https://www.hmdb.org/m.asp?m=210384,1963,,State of Texas,30.53403,-97.59415,204 Benelli Drive,Round Rock,,Williamson County,Texas,"It is on Benelli Drive 0.1 miles west of Star Ranch Blvd, on the right when traveling west. ",,,11/15/2022,11/15/2022
187274,15282,Merchants and Farmers State Bank,,,https://www.hmdb.org/m.asp?m=187274,1990,,Texas Historical Commission,32.75966,-97.79718,102 North Main Street,Weatherford,,Parker County,Texas,"It is on North Main Street (Farm to Market Road 51), on the right when traveling north. ",,,12/2/2021,12/2/2021
208169,15290,Nettie Elkins House,,,https://www.hmdb.org/m.asp?m=208169,1993,,,29.31369,-96.09835,109 E Alabama St,Wharton,,Wharton County,Texas,"It is on East Alabama Street just east of North Fulton Street, on the right when traveling west. ",,,10/23/2022,10/23/2022
217403,15297,Pearl Cemetery,,,https://www.hmdb.org/m.asp?m=217403,1998,,Texas Historical Commission,31.40854,-98.02667,6301 FM183,Pearl,,Coryell County,Texas,"It is at the intersection of Farm to Market Road 183 and County Highway 183, on the right when traveling west on Highway 183. ",,,3/3/2023,3/3/2023
79645,15298,Anderson’s Mill,,,https://www.hmdb.org/m.asp?m=79645,1936,,State of Texas,30.43477,-97.87678,13974 FM 2769,Leander,Four Points,Travis County,Texas,"It is on Farm to Market Road 2769 east of Fawn Drive, on the right when traveling south. ",,,12/15/2014,10/28/2024
25696,15300,Capt. and Mrs. Chauncey Johnson,,,https://www.hmdb.org/m.asp?m=25696,1936,,State of Texas,30.26521,-97.7273,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It can be reached from Navasota Street north of East 7th Street, on the right when traveling north. ",,,12/27/2009,2/1/2023
100088,15302,Seiders Oaks,,,https://www.hmdb.org/m.asp?m=100088,1967,,State Historical Survey Committee,30.30602,-97.74769,,Austin,Old West Austin,Travis County,Texas,"It can be reached from West 38th Street west of Tonkawa Trail, on the right when traveling west. ",,,11/30/2016,2/1/2023
44738,15305,William Tom,,,https://www.hmdb.org/m.asp?m=44738,1936,,State of Texas,30.26539,-97.72731,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 8th Street, on the right when traveling north. ",,,7/21/2011,4/11/2025
25760,15306,Willis Avery,,,https://www.hmdb.org/m.asp?m=25760,1936,,State of Texas,30.26535,-97.72744,909 Navasota Street,Austin,Central East Austin,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 8th Street, on the right when traveling north. ",,,12/27/2009,10/15/2023
179294,15307,United Evangelical Lutheran Dr. Martin Luther Church,,,https://www.hmdb.org/m.asp?m=179294,2008,,Texas Historical Commission,29.43529,-97.17288,1103 North Avenue B,Shiner,,Lavaca County,Texas,"It is at the intersection of North Avenue B and 11th Street, on the right when traveling north on North Avenue B. ",,,8/12/2021,8/12/2021
92576,15310,First Baptist Church,,,https://www.hmdb.org/m.asp?m=92576,1989,,Texas Historical Commission,32.94745,-99.80289,,Stamford,,Jones County,Texas,"It is at the intersection of N. Swenson Street (Business U.S. 277) and E. Oliver Street, on the right when traveling north on N. Swenson Street. ",,,2/14/2016,2/14/2016
225203,15315,Duke Community,,,https://www.hmdb.org/m.asp?m=225203,2008,,Texas Historical Commission,29.51196,-95.47049,,Arcola,,Fort Bend County,Texas,"It is on State Highway 6 1 mile west of Farm to Market Road 521, on the right when traveling east. ",,,6/5/2023,6/5/2023
52983,15316,Old Red Schoolhouse,,,https://www.hmdb.org/m.asp?m=52983,2004,,Texas Historical Commission,30.94283,-95.37531,100 W San Jacinto St,Trinity,,Trinity County,Texas,"It is at the intersection of South Robb Street (State Highway 19) and West Jefferson Street, on the right when traveling south on South Robb Street. ",,,2/27/2012,2/27/2012
